This file was created by using the 202605 CRSP database.  It,,
contains a momentum factor, constructed from six value-weight portfolios formed,
using independent sorts on size and prior return of NYSE, AMEX, and NASDAQ stocks.
MOM is the average of the returns on two (big and small) high prior return portfolios,,
minus the average of the returns on two low prior return portfolios.  The portfolios,,
are constructed daily.  Big means a firm is above the median market cap on the NYSE,,
at the end of the previous day; small firms are below the median NYSE market cap.,,
Prior return is measured from day - 250 to - 21.  Firms in the low prior return,,
portfolio are below the 30th NYSE percentile.  Those in the high portfolio are above,,
the 70th NYSE percentile.,,
,,
Missing data are indicated by -99.99 or -999.,,
,,
,Mom,
20120831,-0.42,
20120904,0.74,
20120905,-0.43,
20120906,-0.64,
20120907,-1.38,
20120910,-0.16,
20120911,-0.63,
20120912,-0.06,
20120913,-0.29,
20120914,-1.17,
20120917,0.81,
20120918,0.17,
20120919,0.42,
20120920,0.17,
20120921,0.28,
20120924,0.13,
20120925,0.62,
20120926,-0.38,
20120927,0.38,
20120928,-0.08,
20121001,-0.1,
20121002,0.1,
20121003,1.2,
20121004,-0.28,
20121005,0.17,
20121008,-0.45,
20121009,-0.39,
20121010,0.49,
20121011,-0.83,
20121012,0.12,
20121015,0.2,
20121016,-0.27,
20121017,0.16,
20121018,-0.27,
20121019,0.27,
20121022,0.11,
20121023,-0.25,
20121024,0.95,
20121025,-0.6,
20121026,-0.01,
20121031,-0.16,
20121101,-0.81,
20121102,0.04,
20121105,-0.09,
20121106,-0.43,
20121107,0.56,
20121108,0.1,
20121109,0.27,
20121112,0.01,
20121113,0.54,
20121114,-0.52,
20121115,-0.52,
20121116,0.84,
20121119,0.23,
20121120,0.8,
20121121,-0.22,
20121123,-0.22,
20121126,0.04,
20121127,-0.26,
20121128,-0.28,
20121129,0.04,
20121130,0.08,
20121203,0.09,
20121204,-0.52,
20121205,-0.89,
20121206,-0.04,
20121207,-0.3,
20121210,-0.31,
20121211,-0.3,
20121212,-0.19,
20121213,-0.2,
20121214,-0.47,
20121217,0.73,
20121218,-0.41,
20121219,-0.09,
20121220,0.19,
20121221,-0.21,
20121224,0.4,
20121226,-0.42,
20121227,0.27,
20121228,0.36,
20121231,0.22,
20130102,0.21,
20130103,-0.44,
20130104,-0.38,
20130107,0.18,
20130108,0.86,
20130109,0.08,
20130110,-0.21,
20130111,-0.2,
20130114,-0.26,
20130115,-0.31,
20130116,0.21,
20130117,-0.19,
20130118,0.06,
20130122,-0.21,
20130123,0.4,
20130124,-0.84,
20130125,-0.18,
20130128,-0.34,
20130129,0.04,
20130130,0.13,
20130131,-0.35,
20130201,0.3,
20130204,0,
20130205,0.13,
20130206,-0.32,
20130207,-0.12,
20130208,-0.16,
20130211,-0.03,
20130212,0,
20130213,0.15,
20130214,-0.06,
20130215,0.41,
20130219,-0.05,
20130220,-0.02,
20130221,-0.04,
20130222,0.23,
20130225,-0.17,
20130226,0.4,
20130227,0.51,
20130228,0.31,
20130301,0.97,
20130304,1.2,
20130305,0.09,
20130306,-0.28,
20130307,-0.41,
20130308,-0.02,
20130311,-0.25,
20130312,-0.19,
20130313,0.07,
20130314,-0.44,
20130315,-0.59,
20130318,-0.01,
20130319,0.29,
20130320,0.41,
20130321,0.09,
20130322,0.18,
20130325,-0.02,
20130326,0.42,
20130327,0.16,
20130328,0.49,
20130401,0.35,
20130402,0.33,
20130403,-0.64,
20130404,0.16,
20130405,0.15,
20130408,0.27,
20130409,-0.38,
20130410,-0.03,
20130411,0.47,
20130412,0.24,
20130415,-0.22,
20130416,0.78,
20130417,0.32,
20130418,-0.23,
20130419,1.26,
20130422,-0.03,
20130423,0.12,
20130424,-0.88,
20130425,-0.25,
20130426,-0.06,
20130429,-0.59,
20130430,-0.83,
20130501,-0.02,
20130502,0.39,
20130503,-0.37,
20130506,-0.06,
20130507,0.16,
20130508,-0.58,
20130509,0.03,
20130510,0.16,
20130513,0.39,
20130514,0.46,
20130515,0.47,
20130516,-0.79,
20130517,-0.08,
20130520,-1,
20130521,-0.01,
20130522,0.09,
20130523,0.1,
20130524,0.14,
20130528,0.44,
20130529,-0.6,
20130530,0.15,
20130531,-0.23,
20130603,-0.37,
20130604,-0.44,
20130605,-0.51,
20130606,0.84,
20130607,0.57,
20130610,0.12,
20130611,-0.3,
20130612,-0.35,
20130613,0.51,
20130614,0.24,
20130617,0.3,
20130618,0.12,
20130619,0.1,
20130620,-0.67,
20130621,-0.64,
20130624,-0.36,
20130625,0.53,
20130626,0.63,
20130627,0.49,
20130628,-0.43,
20130701,0.48,
20130702,-0.09,
20130703,0.03,
20130705,0.57,
20130708,0.21,
20130709,0.13,
20130710,-0.37,
20130711,0.08,
20130712,0.49,
20130715,-0.13,
20130716,-0.62,
20130717,0.33,
20130718,0.2,
20130719,0.07,
20130722,0.17,
20130723,-0.25,
20130724,0.07,
20130725,-0.01,
20130726,0.02,
20130729,-0.43,
20130730,0.11,
20130731,0.62,
20130801,0.62,
20130802,0.5,
20130805,-0.12,
20130806,-0.42,
20130807,-0.39,
20130808,0.11,
20130809,0.11,
20130812,-0.22,
20130813,0.01,
20130814,-0.29,
20130815,-0.88,
20130816,0.42,
20130819,-0.18,
20130820,0.48,
20130821,0.25,
20130822,0.36,
20130823,-0.31,
20130826,0.1,
20130827,-0.97,
20130828,0.31,
20130829,0.75,
20130830,-0.44,
20130903,0.96,
20130904,0.47,
20130905,0.08,
20130906,-0.22,
20130909,-0.02,
20130910,0.72,
20130911,-0.04,
20130912,0.05,
20130913,-0.03,
20130916,0.27,
20130917,0.07,
20130918,-0.54,
20130919,0.09,
20130920,0.32,
20130923,-0.54,
20130924,0.58,
20130925,0.19,
20130926,0.38,
20130927,0.35,
20130930,0.22,
20131001,0.47,
20131002,-0.13,
20131003,-0.11,
20131004,0.53,
20131007,-0.77,
20131008,-1.09,
20131009,-0.23,
20131010,1.19,
20131011,0.24,
20131014,0.26,
20131015,0.08,
20131016,0.61,
20131017,0.21,
20131018,0.32,
20131021,-0.15,
20131022,-0.39,
20131023,-0.54,
20131024,0.16,
20131025,-0.24,
20131028,-0.58,
20131029,0.25,
20131030,-0.41,
20131031,0.39,
20131101,-0.07,
20131104,0.04,
20131105,0.61,
20131106,-1.28,
20131107,-1.15,
20131108,1.3,
20131111,0.23,
20131112,-0.08,
20131113,0.63,
20131114,-0.08,
20131115,-0.06,
20131118,-0.93,
20131119,-0.49,
20131120,0.09,
20131121,0.91,
20131122,0.49,
20131125,-0.38,
20131126,0.64,
20131127,-0.19,
20131129,-0.21,
20131202,0.24,
20131203,-0.61,
20131204,0.09,
20131205,0.3,
20131206,0.24,
20131209,-0.26,
20131210,0.14,
20131211,-0.46,
20131212,0.58,
20131213,0.42,
20131216,0.04,
20131217,-0.13,
20131218,0.15,
20131219,-0.12,
20131220,0.41,
20131223,-0.11,
20131224,-0.18,
20131226,0.2,
20131227,-0.84,
20131230,-0.07,
20131231,0.05,
20140102,-0.06,
20140103,0.24,
20140106,-0.1,
20140107,0.52,
20140108,0.62,
20140109,0.78,
20140110,-0.15,
20140113,-0.54,
20140114,0.56,
20140115,-0.3,
20140116,-0.05,
20140117,-0.01,
20140121,-0.04,
20140122,0.29,
20140123,-0.54,
20140124,-1,
20140127,-0.56,
20140128,0.82,
20140129,-0.54,
20140130,1.27,
20140131,0.09,
20140203,-0.84,
20140204,0.44,
20140205,-0.09,
20140206,0.18,
20140207,0.58,
20140210,-0.1,
20140211,0.08,
20140212,0.25,
20140213,0.36,
20140214,-0.33,
20140218,0.71,
20140219,-0.35,
20140220,0.49,
20140221,0.24,
20140224,0.4,
20140225,0.1,
20140226,-0.1,
20140227,0.04,
20140228,-0.23,
20140303,-0.07,
20140304,0.8,
20140305,0.36,
20140306,-0.49,
20140307,-0.24,
20140310,0.02,
20140311,-0.08,
20140312,-0.05,
20140313,-0.33,
20140314,-0.17,
20140317,0.24,
20140318,0.49,
20140319,-0.12,
20140320,-0.16,
20140321,-1.1,
20140324,-1,
20140325,-0.24,
20140326,-0.84,
20140327,-0.46,
20140328,-0.47,
20140331,0.73,
20140401,0.99,
20140402,-0.09,
20140403,-1.06,
20140404,-1.7,
20140407,-1.02,
20140408,-0.08,
20140409,1.37,
20140410,-1.86,
20140411,-0.53,
20140414,-0.17,
20140415,0,
20140416,0.95,
20140417,0.28,
20140421,0.14,
20140422,0.72,
20140423,-0.29,
20140424,-0.5,
20140425,-1.25,
20140428,-1.15,
20140429,0.71,
20140430,0.52,
20140501,0.07,
20140502,0.13,
20140505,0.4,
20140506,-0.43,
20140507,-0.19,
20140508,-0.62,
20140509,-0.17,
20140512,0.86,
20140513,-0.17,
20140514,-0.46,
20140515,-0.29,
20140516,-0.19,
20140519,0.71,
20140520,0.08,
20140521,0.4,
20140522,0.04,
20140523,0.41,
20140527,0.51,
20140528,0.2,
20140529,0.28,
20140530,-0.01,
20140602,0.21,
20140603,0.18,
20140604,0.35,
20140605,-0.1,
20140606,-0.23,
20140609,-0.4,
20140610,-0.14,
20140611,0.22,
20140612,-0.25,
20140613,-0.09,
20140616,0.11,
20140617,-0.06,
20140618,0.1,
20140619,0.13,
20140620,0.35,
20140623,-0.16,
20140624,-0.45,
20140625,0.37,
20140626,0.21,
20140627,-0.12,
20140630,0.07,
20140701,0.23,
20140702,-0.09,
20140703,0.06,
20140707,-0.15,
20140708,-0.24,
20140709,0.31,
20140710,0,
20140711,0.12,
20140714,0.39,
20140715,-0.5,
20140716,-0.11,
20140717,-0.55,
20140718,0.49,
20140721,0.24,
20140722,0.26,
20140723,-0.22,
20140724,-0.13,
20140725,-0.21,
20140728,-0.21,
20140729,-0.22,
20140730,-0.12,
20140731,-0.68,
20140801,0.29,
20140804,0.54,
20140805,-0.32,
20140806,-0.5,
20140807,0.12,
20140808,0.06,
20140811,0.01,
20140812,-0.04,
20140813,0.78,
20140814,-0.33,
20140815,0.41,
20140818,0.09,
20140819,-0.05,
20140820,0.02,
20140821,-0.4,
20140822,0.09,
20140825,0.31,
20140826,-0.21,
20140827,0.05,
20140828,0.05,
20140829,0.05,
20140902,0.29,
20140903,-0.11,
20140904,-0.36,
20140905,0.28,
20140908,0.17,
20140909,0.15,
20140910,0,
20140911,-0.1,
20140912,-0.41,
20140915,-0.11,
20140916,0.68,
20140917,0.07,
20140918,0.07,
20140919,0,
20140922,-0.07,
20140923,0.26,
20140924,0.15,
20140925,-0.23,
20140926,0.6,
20140929,0.13,
20140930,-0.15,
20141001,-0.38,
20141002,-0.22,
20141003,0.47,
20141006,-0.29,
20141007,0.12,
20141008,0.26,
20141009,0.04,
20141010,-0.37,
20141013,-0.87,
20141014,-0.87,
20141015,-0.68,
20141016,-0.34,
20141017,1.06,
20141020,0.07,
20141021,0.28,
20141022,0.77,
20141023,0.09,
20141024,1.05,
20141027,0.32,
20141028,-0.25,
20141029,0.27,
20141030,0.02,
20141031,0.01,
20141103,0.32,
20141104,0.5,
20141105,-0.16,
20141106,0.22,
20141107,-0.9,
20141110,0.62,
20141111,-0.39,
20141112,-0.22,
20141113,0.34,
20141114,-0.8,
20141117,0.56,
20141118,0.59,
20141119,-0.1,
20141120,-0.72,
20141121,-0.34,
20141124,0.12,
20141125,0.45,
20141126,0.93,
20141128,1.13,
20141201,0.31,
20141202,0.8,
20141203,-0.2,
20141204,0.93,
20141205,0.4,
20141208,1.1,
20141209,-0.33,
20141210,0.64,
20141211,0.21,
20141212,0.04,
20141215,0.16,
20141216,-0.55,
20141217,-0.65,
20141218,0.27,
20141219,-0.95,
20141222,0.21,
20141223,-0.96,
20141224,0.73,
20141226,0.08,
20141229,-0.18,
20141230,-0.07,
20141231,-0.48,
20150102,-0.1,
20150105,1.15,
20150106,0.5,
20150107,0.97,
20150108,0.14,
20150109,-0.01,
20150112,0.89,
20150113,0.31,
20150114,0.05,
20150115,0.75,
20150116,-0.21,
20150120,0.74,
20150121,-0.99,
20150122,0.33,
20150123,0.09,
20150126,-0.85,
20150127,-0.43,
20150128,1.17,
20150129,0.6,
20150130,-2.66,
20150202,-0.78,
20150203,-1.22,
20150204,0.73,
20150205,-0.71,
20150206,-0.77,
20150209,-0.62,
20150210,1.17,
20150211,0.47,
20150212,-0.47,
20150213,-1.34,
20150217,-0.04,
20150218,0.7,
20150219,-0.56,
20150220,0.54,
20150223,0.92,
20150224,-0.05,
20150225,-1.04,
20150226,0.28,
20150227,-0.19,
20150302,0.32,
20150303,-0.38,
20150304,0.03,
20150305,-0.03,
20150306,0.11,
20150309,0.78,
20150310,0.43,
20150311,-0.05,
20150312,0.67,
20150313,0.74,
20150316,0.63,
20150317,0.23,
20150318,-0.81,
20150319,0.94,
20150320,-0.38,
20150323,-0.49,
20150324,-0.32,
20150325,-1.18,
20150326,-0.01,
20150327,1.13,
20150330,0.13,
20150331,-0.24,
20150401,-0.15,
20150402,-0.57,
20150406,-1.28,
20150407,-0.3,
20150408,1.28,
20150409,-0.79,
20150410,0.31,
20150413,0.05,
20150414,-1.15,
20150415,-1.7,
20150416,0.57,
20150417,0.06,
20150420,0.29,
20150421,1.23,
20150422,-0.18,
20150423,-0.26,
20150424,0.4,
20150427,-1.2,
20150428,-0.74,
20150429,-1.22,
20150430,-1.13,
20150501,1,
20150504,0.24,
20150505,-0.43,
20150506,0.45,
20150507,0.85,
20150508,0.18,
20150511,0.54,
20150512,-0.31,
20150513,-0.07,
20150514,0.86,
20150515,-0.36,
20150518,0.76,
20150519,0.83,
20150520,-0.19,
20150521,-0.5,
20150522,0.31,
20150526,0.37,
20150527,0.8,
20150528,0.22,
20150529,0.13,
20150601,0.4,
20150602,-0.84,
20150603,0.3,
20150604,0.15,
20150605,-0.18,
20150608,-0.04,
20150609,-0.03,
20150610,-0.08,
20150611,0.42,
20150612,0.09,
20150615,0.29,
20150616,0.11,
20150617,0.2,
20150618,0.81,
20150619,0.38,
20150622,0.19,
20150623,-0.26,
20150624,0.01,
20150625,0.87,
20150626,0.04,
20150629,0.32,
20150630,0.68,
20150701,1.6,
20150702,-0.34,
20150706,1.42,
20150707,-0.34,
20150708,0.55,
20150709,0.02,
20150710,1.08,
20150713,0,
20150714,-0.27,
20150715,1.28,
20150716,0.77,
20150717,-0.11,
20150720,1.39,
20150721,-0.39,
20150722,1.08,
20150723,-0.14,
20150724,1.07,
20150727,0.2,
20150728,-0.9,
20150729,-1.01,
20150730,0.2,
20150731,1.19,
20150803,0.99,
20150804,0.29,
20150805,0.8,
20150806,-2.1,
20150807,1.01,
20150810,-1.99,
20150811,0.1,
20150812,-0.99,
20150813,1.33,
20150814,0.18,
20150817,0.72,
20150818,0.2,
20150819,1.2,
20150820,-0.41,
20150821,-0.13,
20150824,-0.02,
20150825,0.94,
20150826,0.42,
20150827,-2.05,
20150828,-1.49,
20150831,-1.77,
20150901,0.84,
20150902,1,
20150903,-0.72,
20150904,0.7,
20150908,0.88,
20150909,0.29,
20150910,0.3,
20150911,1.25,
20150914,0.52,
20150915,-0.41,
20150916,-1.7,
20150917,1.11,
20150918,1.23,
20150921,-0.09,
20150922,0.4,
20150923,1.98,
20150924,-0.56,
20150925,-0.53,
20150928,-0.36,
20150929,-0.44,
20150930,0.27,
20151001,0.64,
20151002,-2.17,
20151005,-1.96,
20151006,-3.06,
20151007,-0.34,
20151008,-1.61,
20151009,0.42,
20151012,1.83,
20151013,-0.17,
20151014,-0.77,
20151015,0.67,
20151016,0.83,
20151019,1.35,
20151020,-1.04,
20151021,0.44,
20151022,-0.66,
20151023,0.91,
20151026,1.73,
20151027,1.7,
20151028,-0.72,
20151029,-0.5,
20151030,-1.02,
20151102,-1.01,
20151103,-1.49,
20151104,0.75,
20151105,1.07,
20151106,0.33,
20151109,0.43,
20151110,0.86,
20151111,1.39,
20151112,0.7,
20151113,-0.58,
20151116,-1.02,
20151117,0.87,
20151118,-0.47,
20151119,0.22,
20151120,0.89,
20151123,0.09,
20151124,-1.35,
20151125,0.02,
20151127,0.79,
20151130,-0.63,
20151201,0.48,
20151202,0.98,
20151203,-0.08,
20151204,2.02,
20151207,0.67,
20151208,1.11,
20151209,-1.43,
20151210,-0.54,
20151211,0.41,
20151214,1.44,
20151215,0.06,
20151216,-0.17,
20151217,0.71,
20151218,-0.77,
20151221,-0.05,
20151222,-1.08,
20151223,-1.86,
20151224,0.07,
20151228,1.39,
20151229,0.24,
20151230,0.49,
20151231,-0.96,
20160104,-1.93,
20160105,0.68,
20160106,1.91,
20160107,0.86,
20160108,-0.12,
20160111,1.61,
20160112,1.04,
20160113,0.17,
20160114,-0.64,
20160115,0.37,
20160119,1.61,
20160120,-0.12,
20160121,-2.6,
20160122,-0.16,
20160125,1.58,
20160126,-1.94,
20160127,-0.47,
20160128,0.43,
20160129,-1.2,
20160201,0.32,
20160202,1.24,
20160203,-2.41,
20160204,-2.03,
20160205,-0.7,
20160208,1.1,
20160209,1.76,
20160210,0.64,
20160211,0.48,
20160212,-1.29,
20160216,-1.36,
20160217,-2.33,
20160218,0.1,
20160219,1.45,
20160222,-1.59,
20160223,1.51,
20160224,-0.21,
20160225,0.43,
20160226,-2.01,
20160229,-0.89,
20160301,-0.15,
20160302,-2.5,
20160303,-1.92,
20160304,-0.98,
20160307,-2.38,
20160308,3.61,
20160309,-0.11,
20160310,0.55,
20160311,-1.98,
20160314,-0.08,
20160315,2.09,
20160316,-1.17,
20160317,-0.92,
20160318,-0.86,
20160321,-0.16,
20160322,-0.07,
20160323,3.15,
20160324,-0.51,
20160328,0.84,
20160329,-0.17,
20160330,0.09,
20160331,-1,
20160401,1.08,
20160404,0.58,
20160405,0.17,
20160406,-1.43,
20160407,0.3,
20160408,-0.6,
20160411,0.02,
20160412,-1.46,
20160413,-1.36,
20160414,-0.12,
20160415,0.43,
20160418,-0.29,
20160419,-0.63,
20160420,-1.11,
20160421,-0.93,
20160422,-1.28,
20160425,1.37,
20160426,-0.86,
20160427,-0.68,
20160428,0.73,
20160429,0.68,
20160502,0.94,
20160503,1.62,
20160504,1.27,
20160505,0.24,
20160506,0.23,
20160509,0.92,
20160510,-0.7,
20160511,0.37,
20160512,1.18,
20160513,0.19,
20160516,-0.73,
20160517,-1.51,
20160518,0.29,
20160519,0.22,
20160520,-1.22,
20160523,-0.41,
20160524,0.08,
20160525,-1.58,
20160526,0.51,
20160527,-0.2,
20160531,-0.61,
20160601,-0.03,
20160602,-0.63,
20160603,0.65,
20160606,-1.35,
20160607,0.01,
20160608,0.56,
20160609,1.16,
20160610,1.5,
20160613,0.3,
20160614,0.65,
20160615,-0.59,
20160616,0.43,
20160617,-0.99,
20160620,-0.38,
20160621,0.59,
20160622,0.1,
20160623,-1.08,
20160624,2.04,
20160627,2.77,
20160628,-1.45,
20160629,-0.71,
20160630,0.64,
20160701,-0.96,
20160705,1.93,
20160706,-0.44,
20160707,-0.55,
20160708,-0.61,
20160711,-0.21,
20160712,-1.52,
20160713,0.86,
20160714,-0.61,
20160715,-0.13,
20160718,-0.7,
20160719,0.63,
20160720,-0.8,
20160721,-0.32,
20160722,0.33,
20160725,-0.09,
20160726,-0.24,
20160727,-0.89,
20160728,0.18,
20160729,0.15,
20160801,-0.09,
20160802,0.45,
20160803,-1.6,
20160804,0.56,
20160805,-1.34,
20160808,-0.44,
20160809,0.44,
20160810,0.82,
20160811,-0.72,
20160812,-0.27,
20160815,-1.05,
20160816,-0.35,
20160817,0.4,
20160818,0.04,
20160819,-0.25,
20160822,0.18,
20160823,-0.44,
20160824,0.4,
20160825,0.41,
20160826,-0.44,
20160829,-0.19,
20160830,-0.45,
20160831,0.22,
20160901,0.66,
20160902,0.02,
20160906,-0.05,
20160907,-0.65,
20160908,-0.61,
20160909,-0.18,
20160912,-0.22,
20160913,0.2,
20160914,0.41,
20160915,0.08,
20160916,0.1,
20160919,0.04,
20160920,-0.03,
20160921,0.59,
20160922,-0.19,
20160923,-0.36,
20160926,0.42,
20160927,0.01,
20160928,0.3,
20160929,0.41,
20160930,-0.37,
20161003,-0.09,
20161004,-0.52,
20161005,-0.74,
20161006,0.76,
20161007,0.16,
20161010,0.11,
20161011,0.04,
20161012,0.51,
20161013,0.13,
20161014,0.32,
20161017,0.49,
20161018,-0.32,
20161019,-0.33,
20161020,-0.42,
20161021,-0.25,
20161024,0.38,
20161025,0.02,
20161026,-0.8,
20161027,-0.23,
20161028,0.41,
20161031,0.77,
20161101,-0.25,
20161102,0.1,
20161103,0.78,
20161104,-0.59,
20161107,-0.24,
20161108,0.56,
20161109,-1.98,
20161110,-1.97,
20161111,-0.27,
20161114,-1.51,
20161115,0.7,
20161116,0.67,
20161117,-0.14,
20161118,0.15,
20161121,0.36,
20161122,0.48,
20161123,-0.46,
20161125,0.02,
20161128,0.65,
20161129,0.31,
20161130,-0.72,
20161201,-0.52,
20161202,0.45,
20161205,-0.27,
20161206,-0.45,
20161207,0.08,
20161208,-0.38,
20161209,-0.66,
20161212,0.19,
20161213,-0.1,
20161214,0.02,
20161215,0.28,
20161216,-0.86,
20161219,0.12,
20161220,0.43,
20161221,0.33,
20161222,0.29,
20161223,-0.38,
20161227,0.27,
20161228,-0.13,
20161229,0.08,
20161230,-0.27,
20170103,-0.62,
20170104,-0.37,
20170105,-0.6,
20170106,-0.18,
20170109,-0.37,
20170110,0.75,
20170111,0.64,
20170112,-0.53,
20170113,0.18,
20170117,-0.91,
20170118,0.52,
20170119,0.34,
20170120,0.19,
20170123,0.09,
20170124,1.17,
20170125,0.5,
20170126,0.55,
20170127,0.05,
20170130,-0.71,
20170131,-0.63,
20170201,0.46,
20170202,-0.51,
20170203,0.89,
20170206,-0.23,
20170207,-0.24,
20170208,-0.63,
20170209,0.47,
20170210,-0.31,
20170213,0.29,
20170214,0.11,
20170215,-0.24,
20170216,-0.07,
20170217,-0.41,
20170221,0.08,
20170222,-0.06,
20170223,-0.55,
20170224,-0.61,
20170227,0.14,
20170228,0.14,
20170301,1.3,
20170302,-1.14,
20170303,0.63,
20170306,0.02,
20170307,0.11,
20170308,-0.71,
20170309,-0.18,
20170310,-0.2,
20170313,0.54,
20170314,-0.16,
20170315,-0.03,
20170316,-0.19,
20170317,0.14,
20170320,-0.02,
20170321,-1.69,
20170322,0.22,
20170323,0.15,
20170324,0.08,
20170327,-0.31,
20170328,0.37,
20170329,-0.46,
20170330,0.72,
20170331,0,
20170403,0.04,
20170404,0.37,
20170405,-0.45,
20170406,0.07,
20170407,0.01,
20170410,-0.91,
20170411,0.14,
20170412,-0.59,
20170413,-0.31,
20170417,0.52,
20170418,-0.02,
20170419,0.19,
20170420,0.43,
20170421,0.19,
20170424,0.94,
20170425,0.12,
20170426,-0.22,
20170427,0.25,
20170428,-0.08,
20170501,0.96,
20170502,-0.57,
20170503,-0.02,
20170504,-0.01,
20170505,-0.32,
20170508,0.01,
20170509,0.05,
20170510,0.03,
20170511,0.12,
20170512,0.31,
20170515,0.08,
20170516,0.83,
20170517,-1.54,
20170518,0.58,
20170519,-0.25,
20170522,0.35,
20170523,0.56,
20170524,0.14,
20170525,0.58,
20170526,0.17,
20170530,0.07,
20170531,-0.03,
20170601,-0.42,
20170602,0.56,
20170605,0.05,
20170606,-0.12,
20170607,1.16,
20170608,0.96,
20170609,-1.6,
20170612,-1.21,
20170613,0.53,
20170614,-0.2,
20170615,0.27,
20170616,0.12,
20170619,0.79,
20170620,0.18,
20170621,0.63,
20170622,-0.54,
20170623,-0.08,
20170626,-0.59,
20170627,-0.32,
20170628,0.92,
20170629,-0.49,
20170630,-0.35,
20170703,-0.59,
20170705,1.44,
20170706,0.73,
20170707,0.82,
20170710,0.41,
20170711,0.01,
20170712,0.32,
20170713,-0.37,
20170714,-0.14,
20170717,-0.17,
20170718,0.46,
20170719,-0.34,
20170720,-0.06,
20170721,0.32,
20170724,0.97,
20170725,-0.68,
20170726,-0.2,
20170727,-1.08,
20170728,0.17,
20170731,-0.04,
20170801,0.61,
20170802,0.64,
20170803,0.3,
20170804,0.02,
20170807,0.41,
20170808,0.57,
20170809,-0.24,
20170810,-0.47,
20170811,0.01,
20170814,1.11,
20170815,0.62,
20170816,-0.03,
20170817,-0.5,
20170818,0.21,
20170821,0.05,
20170822,0.46,
20170823,-0.24,
20170824,0.03,
20170825,-0.44,
20170828,0.4,
20170829,0.23,
20170830,0.54,
20170831,0.03,
20170901,-0.39,
20170905,-0.7,
20170906,-0.78,
20170907,0.02,
20170908,0.46,
20170911,0.29,
20170912,-0.56,
20170913,-0.59,
20170914,0.01,
20170915,-0.25,
20170918,0.48,
20170919,0.75,
20170920,-0.3,
20170921,0.05,
20170922,-0.34,
20170925,-1.48,
20170926,-0.05,
20170927,0.81,
20170928,0.48,
20170929,0.41,
20171002,0,
20171003,0.01,
20171004,0.21,
20171005,0,
20171006,0.65,
20171009,0.57,
20171010,0,
20171011,0.41,
20171012,0.62,
20171013,-0.03,
20171016,0.26,
20171017,-0.21,
20171018,0.18,
20171019,-0.23,
20171020,0.13,
20171023,0.43,
20171024,0.67,
20171025,-0.09,
20171026,0.32,
20171027,0.96,
20171030,-0.18,
20171031,0.38,
20171101,-0.47,
20171102,0.75,
20171103,0.5,
20171106,-0.39,
20171107,-0.25,
20171108,-0.01,
20171109,-0.82,
20171110,-0.11,
20171113,0.83,
20171114,0.93,
20171115,-0.12,
20171116,0.18,
20171117,-1.34,
20171120,0.46,
20171121,0.94,
20171122,-0.88,
20171124,0.5,
20171127,0.14,
20171128,-0.47,
20171129,-2.28,
20171130,0.48,
20171201,-0.47,
20171204,-1.98,
20171205,0.94,
20171206,0.88,
20171207,0.7,
20171208,-0.47,
20171211,-0.28,
20171212,-0.59,
20171213,0.55,
20171214,0.47,
20171215,0.26,
20171218,-0.09,
20171219,-0.06,
20171220,-0.27,
20171221,-0.74,
20171222,0.11,
20171226,-0.38,
20171227,0.59,
20171228,-0.08,
20171229,-0.18,
20180102,-0.64,
20180103,0.21,
20180104,-0.2,
20180105,0.6,
20180108,0.16,
20180109,0.53,
20180110,-0.23,
20180111,-0.31,
20180112,0,
20180116,-0.19,
20180117,1,
20180118,0.42,
20180119,0.55,
20180122,-0.3,
20180123,0.03,
20180124,-0.18,
20180125,0.62,
20180126,0.59,
20180129,-0.12,
20180130,0.32,
20180131,0.28,
20180201,-0.18,
20180202,0.15,
20180205,-0.23,
20180206,0.78,
20180207,0.15,
20180208,-1.13,
20180209,0.58,
20180212,0.53,
20180213,0.61,
20180214,0.21,
20180215,0.28,
20180216,-0.15,
20180220,0.31,
20180221,0.79,
20180222,0.18,
20180223,0.04,
20180226,0.1,
20180227,0.27,
20180228,0.53,
20180301,-0.85,
20180302,-0.17,
20180305,-0.4,
20180306,0.38,
20180307,0.8,
20180308,-0.12,
20180309,0.62,
20180312,-0.52,
20180313,-0.06,
20180314,0.34,
20180315,0.27,
20180316,-0.43,
20180319,0.46,
20180320,1.3,
20180321,-0.31,
20180322,-0.95,
20180323,-0.33,
20180326,1.28,
20180327,-1.83,
20180328,-1.2,
20180329,0.56,
20180402,-0.17,
20180403,-0.17,
20180404,0.08,
20180405,-0.38,
20180406,-0.57,
20180409,0.58,
20180410,0.39,
20180411,-0.53,
20180412,1.26,
20180413,-0.83,
20180416,0,
20180417,1.08,
20180418,0.04,
20180419,0.63,
20180420,0.05,
20180423,-0.29,
20180424,-1.03,
20180425,-0.59,
20180426,0.97,
20180427,0.3,
20180430,0.22,
20180501,0.43,
20180502,0.4,
20180503,0.89,
20180504,-0.4,
20180507,0.37,
20180508,0.47,
20180509,0.21,
20180510,-0.16,
20180511,0.15,
20180514,-0.36,
20180515,-0.1,
20180516,-0.03,
20180517,0.19,
20180518,0.63,
20180521,0.24,
20180522,-0.23,
20180523,0.4,
20180524,0.12,
20180525,-0.6,
20180529,-0.1,
20180530,0.28,
20180531,0.41,
20180601,0.59,
20180604,0.14,
20180605,0.35,
20180606,0.02,
20180607,-0.91,
20180608,-0.1,
