outcome_cik,final_cik,org_name,breach_date,treated,accession,filing_date,form,items,primary_doc,on_disk,win_lo,win_hi,submissions_cached
47217,47217,Hewlett Packard Company,2007-08-16,0,0001104659-06-060568,2006-09-12,8-K,"5.02,5.03,8.01,9.01",a06-19530_18k.htm,1,2005-08-16,2008-02-12,1
47217,47217,Hewlett Packard Company,2007-08-16,0,0001104659-06-036450,2006-05-22,8-K,"5.02,5.03,9.01",a06-12355_18k.htm,1,2005-08-16,2008-02-12,1
47217,47217,Hewlett Packard Company,2007-08-16,0,0001104659-06-002894,2006-01-19,8-K/A,5.02,a06-2808_18ka.htm,1,2005-08-16,2008-02-12,1
47217,47217,Hewlett Packard Company,2007-08-16,0,0001104659-05-057353,2005-11-23,8-K,"1.01,5.02,5.03,9.01",a05-20651_18k.htm,1,2005-08-16,2008-02-12,1
47217,47217,Hewlett Packard Company,2007-08-16,0,0000047217-05-000167,2005-09-28,8-K,"1.01,5.02,5.03,9.01",form8-k_092705.htm,1,2005-08-16,2008-02-12,1
47217,47217,Hewlett-Packard Company,2008-12-04,0,0000047217-09-000003,2009-01-20,8-K,"5.02,5.03,9.01",bylawsform8-k_0109.htm,1,2006-12-05,2009-06-02,1
47217,47217,Hewlett-Packard Company,2008-12-04,0,0001104659-08-060212,2008-09-24,8-K,5.02,a08-24087_18k.htm,1,2006-12-05,2009-06-02,1
47217,47217,Hewlett-Packard Company,2008-12-04,0,0001104659-08-055465,2008-08-27,8-K,"5.02,9.01",a08-22416_18k.htm,1,2006-12-05,2009-06-02,1
47217,47217,Hewlett-Packard Company,2008-12-04,0,0000047217-08-000117,2008-05-20,8-K,"2.02,5.02,9.01",q2form8-k_0508.htm,1,2006-12-05,2009-06-02,1
47217,47217,Hewlett-Packard Company,2008-12-04,0,0001104659-08-004386,2008-01-24,8-K,"5.02,9.01",a08-3596_18k.htm,1,2006-12-05,2009-06-02,1
47217,47217,Hewlett-Packard Company,2008-12-04,0,0001104659-07-041277,2007-05-18,8-K,"5.02,5.03,9.01",a07-14585_18k.htm,1,2006-12-05,2009-06-02,1
47217,47217,Hewlett-Packard Company,2008-12-04,0,0001104659-07-003960,2007-01-23,8-K,"5.02,5.03,9.01",a07-2312_18k.htm,1,2006-12-05,2009-06-02,1
47217,47217,Hewlett-Packard Company,2008-12-04,0,0001104659-06-080577,2006-12-11,8-K,"5.02,9.01",a06-25366_18k.htm,1,2006-12-05,2009-06-02,1
47217,47217,Hewlett-Packard Company,2008-12-08,0,0000047217-09-000003,2009-01-20,8-K,"5.02,5.03,9.01",bylawsform8-k_0109.htm,1,2006-12-09,2009-06-06,1
47217,47217,Hewlett-Packard Company,2008-12-08,0,0001104659-08-060212,2008-09-24,8-K,5.02,a08-24087_18k.htm,1,2006-12-09,2009-06-06,1
47217,47217,Hewlett-Packard Company,2008-12-08,0,0001104659-08-055465,2008-08-27,8-K,"5.02,9.01",a08-22416_18k.htm,1,2006-12-09,2009-06-06,1
47217,47217,Hewlett-Packard Company,2008-12-08,0,0000047217-08-000117,2008-05-20,8-K,"2.02,5.02,9.01",q2form8-k_0508.htm,1,2006-12-09,2009-06-06,1
47217,47217,Hewlett-Packard Company,2008-12-08,0,0001104659-08-004386,2008-01-24,8-K,"5.02,9.01",a08-3596_18k.htm,1,2006-12-09,2009-06-06,1
47217,47217,Hewlett-Packard Company,2008-12-08,0,0001104659-07-041277,2007-05-18,8-K,"5.02,5.03,9.01",a07-14585_18k.htm,1,2006-12-09,2009-06-06,1
47217,47217,Hewlett-Packard Company,2008-12-08,0,0001104659-07-003960,2007-01-23,8-K,"5.02,5.03,9.01",a07-2312_18k.htm,1,2006-12-09,2009-06-06,1
47217,47217,Hewlett-Packard Company,2008-12-08,0,0001104659-06-080577,2006-12-11,8-K,"5.02,9.01",a06-25366_18k.htm,1,2006-12-09,2009-06-06,1
47217,47217,Hewlett-Packard Company,2010-02-09,0,0001047469-10-007177,2010-08-06,8-K,"2.02,5.02,5.03,9.01",a2199755z8-k.htm,1,2008-02-10,2010-08-08,1
47217,47217,Hewlett-Packard Company,2010-02-09,0,0001104659-10-015887,2010-03-23,8-K,"5.02,5.07,9.01",a10-6739_18k.htm,1,2008-02-10,2010-08-08,1
47217,47217,Hewlett-Packard Company,2010-02-09,0,0000047217-09-000032,2009-09-17,8-K,"5.02,5.03,9.01",form8-k_091709.htm,1,2008-02-10,2010-08-08,1
47217,47217,Hewlett-Packard Company,2010-02-09,0,0000047217-09-000003,2009-01-20,8-K,"5.02,5.03,9.01",bylawsform8-k_0109.htm,1,2008-02-10,2010-08-08,1
47217,47217,Hewlett-Packard Company,2010-02-09,0,0001104659-08-060212,2008-09-24,8-K,5.02,a08-24087_18k.htm,1,2008-02-10,2010-08-08,1
47217,47217,Hewlett-Packard Company,2010-02-09,0,0001104659-08-055465,2008-08-27,8-K,"5.02,9.01",a08-22416_18k.htm,1,2008-02-10,2010-08-08,1
47217,47217,Hewlett-Packard Company,2010-02-09,0,0000047217-08-000117,2008-05-20,8-K,"2.02,5.02,9.01",q2form8-k_0508.htm,1,2008-02-10,2010-08-08,1
51143,51143,IBM,2007-02-23,0,0001104659-07-057720,2007-08-01,8-K,5.02,a07-18155_48k.htm,1,2005-02-23,2007-10-23,1
51143,51143,IBM,2007-02-23,0,0001104659-07-049962,2007-06-26,8-K,5.02,a07-17329_18k.htm,1,2005-02-23,2007-10-23,1
51143,51143,IBM,2007-02-23,0,0001104659-07-007260,2007-02-05,8-K,5.02,a07-1990_78k.htm,1,2005-02-23,2007-10-23,1
51143,51143,IBM,2007-02-23,0,0001104659-07-005968,2007-01-31,8-K,5.02,a07-1990_58k.htm,1,2005-02-23,2007-10-23,1
51143,51143,IBM,2007-02-23,0,0001104659-06-004976,2006-01-31,8-K,5.02,a06-2706_38k.htm,1,2005-02-23,2007-10-23,1
51143,51143,IBM,2007-02-23,0,0001104659-05-045904,2005-09-27,8-K,"5.02,5.03",a05-16528_18k.htm,1,2005-02-23,2007-10-23,1
51143,51143,IBM,2007-02-23,0,0001104659-05-014582,2005-04-01,8-K,5.02,a05-5804_28k.htm,1,2005-02-23,2007-10-23,1
51143,51143,IBM,2011-04-14,0,0001104659-11-003613,2011-01-28,8-K,5.02,a11-4392_28k.htm,1,2009-04-14,2011-10-11,1
51143,51143,IBM,2011-04-14,0,0001104659-10-061274,2010-12-06,8-K,5.02,a10-22284_18k.htm,1,2009-04-14,2011-10-11,1
51143,51143,IBM,2011-04-14,0,0001104659-10-003847,2010-01-29,8-K,5.02,a10-2611_18k.htm,1,2009-04-14,2011-10-11,1
920760,920760,Lennar Corporation,2023-07-20,0,0001628280-23-032661,2023-09-20,8-K,"5.02,9.01",len-20230918.htm,1,2021-07-20,2024-04-07,1
920760,920760,Lennar Corporation,2023-07-20,0,0001628280-23-027264,2023-08-03,8-K,"5.02,9.01",len-20230731.htm,1,2021-07-20,2024-04-07,1
920760,920760,Lennar Corporation,2023-07-20,0,0001628280-23-024926,2023-07-14,8-K,"5.02,9.01",len-20230714.htm,1,2021-07-20,2024-04-07,1
920760,920760,Lennar Corporation,2023-07-20,0,0001193125-23-061576,2023-03-06,8-K,"5.02,9.01",d444988d8k.htm,1,2021-07-20,2024-04-07,1
920760,920760,Lennar Corporation,2023-07-20,0,0001193125-22-290031,2022-11-21,8-K,"5.02,9.01",d386121d8k.htm,1,2021-07-20,2024-04-07,1
920760,920760,Lennar Corporation,2023-07-20,0,0001628280-22-009207,2022-04-14,8-K,"5.02,5.07,9.01",len-20220412.htm,1,2021-07-20,2024-04-07,1
920760,920760,Lennar Corporation,2023-07-20,0,0001628280-22-008548,2022-04-06,8-K,"5.02,9.01",len-20220406.htm,1,2021-07-20,2024-04-07,1
920760,920760,Lennar Corporation,2023-07-20,0,0001193125-22-066148,2022-03-04,8-K,"5.02,9.01",d320216d8k.htm,1,2021-07-20,2024-04-07,1
62709,62709,"Marsh & McLennan Companies, Inc.",2013-06-01,0,0000062709-14-000002,2014-01-06,8-K,5.02,form8-kcarterresignation.htm,1,2011-06-02,2014-05-25,1
62709,62709,"Marsh & McLennan Companies, Inc.",2013-06-01,0,0000062709-12-000066,2012-12-14,8-K/A,"5.02,9.01",form8-ka12x14x12.htm,1,2011-06-02,2014-05-25,1
62709,62709,"Marsh & McLennan Companies, Inc.",2013-06-01,0,0000062709-12-000059,2012-09-24,8-K/A,5.02,form8-ka09x19x12.htm,1,2011-06-02,2014-05-25,1
62709,62709,"Marsh & McLennan Companies, Inc.",2013-06-01,0,0000062709-12-000057,2012-09-21,8-K,"5.02,9.01",form8-k09x20x2012.htm,1,2011-06-02,2014-05-25,1
62709,62709,"Marsh & McLennan Companies, Inc.",2013-06-01,0,0000062709-12-000054,2012-09-04,8-K,"5.02,9.01",form8-k09x04x12.htm,1,2011-06-02,2014-05-25,1
62709,62709,"Marsh & McLennan Companies, Inc.",2013-06-01,0,0000062709-12-000018,2012-03-05,8-K,5.02,form8-k03x05x2012.htm,1,2011-06-02,2014-05-25,1
62709,62709,"Marsh & McLennan Companies, Inc.",2013-06-01,0,0000062709-12-000007,2012-01-18,8-K,"5.02,9.01",f8k_01-18x2012.htm,1,2011-06-02,2014-05-25,1
62709,62709,"Marsh & McLennan Companies, Inc.",2013-06-01,0,0000062709-11-000027,2011-10-07,8-K,"5.02,9.01",f8koct4-2011.htm,1,2011-06-02,2014-05-25,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-09-004049,2009-05-22,8-K,5.02,c51456e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-09-002505,2009-04-01,8-K/A,5.02,c50376ae8vkza.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-09-002115,2009-03-23,8-K,"5.02,8.01,9.01",c50170e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950152-09-000904,2009-02-03,8-K,"2.02,5.02,8.01,9.01",c49112e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-09-000352,2009-01-21,8-K,"2.02,2.05,5.02,9.01",c48878e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950123-08-017856,2008-12-18,8-K,5.02,c48295e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-08-014456,2008-12-17,8-K,"5.02,8.01,9.01",c48236e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-08-011276,2008-08-29,8-K,"5.02,9.01",c35242e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000898822-08-000839,2008-08-04,8-K,"5.02,5.03,8.01,9.01",mot8k.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-08-009960,2008-07-31,8-K,5.02,c33745e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-08-006039,2008-04-25,8-K,5.02,c25988e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000898822-08-000394,2008-04-08,8-K,"5.02,8.01,9.01",motorola8k.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-08-004996,2008-04-02,8-K,"5.02,9.01",c25365e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-08-003967,2008-03-20,8-K,5.02,c25011e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-08-003512,2008-03-11,8-K,"5.02,9.01",c24742e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-08-002814,2008-02-27,8-K,"5.02,9.01",c24290e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-08-001640,2008-02-05,8-K,5.02,c23537e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000898822-07-001404,2007-11-30,8-K,"5.02,9.01",motorola8kbody.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-07-015106,2007-10-04,8-K,"5.02,9.01",c19135e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-07-014349,2007-09-19,8-K,"5.02,9.01",c18715e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-07-010759,2007-07-30,8-K,"5.02,9.01",c17175e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-07-009817,2007-07-10,8-K,5.02,c16629e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-07-008512,2007-06-06,8-K,5.02,c15839e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-07-007421,2007-05-14,8-K,"5.02,9.01",c15233e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-07-005362,2007-04-10,8-K,5.02,c14070e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-07-004530,2007-03-27,8-K/A,"5.02,9.01",c13609ae8vkza.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-07-004160,2007-03-21,8-K,"5.02,7.01,8.01,9.01",c13521e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-07-002962,2007-02-28,8-K,5.02,c12791e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-07-002451,2007-02-20,8-K,5.02,c12530e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-01-01,0,0000950137-07-002342,2007-02-15,8-K,"5.02,9.01",c12373e8vk.htm,1,2007-01-02,2009-08-05,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-09-004049,2009-05-22,8-K,5.02,c51456e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-09-002505,2009-04-01,8-K/A,5.02,c50376ae8vkza.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-09-002115,2009-03-23,8-K,"5.02,8.01,9.01",c50170e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950152-09-000904,2009-02-03,8-K,"2.02,5.02,8.01,9.01",c49112e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-09-000352,2009-01-21,8-K,"2.02,2.05,5.02,9.01",c48878e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950123-08-017856,2008-12-18,8-K,5.02,c48295e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-08-014456,2008-12-17,8-K,"5.02,8.01,9.01",c48236e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-08-011276,2008-08-29,8-K,"5.02,9.01",c35242e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000898822-08-000839,2008-08-04,8-K,"5.02,5.03,8.01,9.01",mot8k.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-08-009960,2008-07-31,8-K,5.02,c33745e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-08-006039,2008-04-25,8-K,5.02,c25988e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000898822-08-000394,2008-04-08,8-K,"5.02,8.01,9.01",motorola8k.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-08-004996,2008-04-02,8-K,"5.02,9.01",c25365e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-08-003967,2008-03-20,8-K,5.02,c25011e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-08-003512,2008-03-11,8-K,"5.02,9.01",c24742e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-08-002814,2008-02-27,8-K,"5.02,9.01",c24290e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-08-001640,2008-02-05,8-K,5.02,c23537e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000898822-07-001404,2007-11-30,8-K,"5.02,9.01",motorola8kbody.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-07-015106,2007-10-04,8-K,"5.02,9.01",c19135e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-07-014349,2007-09-19,8-K,"5.02,9.01",c18715e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-07-010759,2007-07-30,8-K,"5.02,9.01",c17175e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-07-009817,2007-07-10,8-K,5.02,c16629e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-07-008512,2007-06-06,8-K,5.02,c15839e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-07-007421,2007-05-14,8-K,"5.02,9.01",c15233e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-07-005362,2007-04-10,8-K,5.02,c14070e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-07-004530,2007-03-27,8-K/A,"5.02,9.01",c13609ae8vkza.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-07-004160,2007-03-21,8-K,"5.02,7.01,8.01,9.01",c13521e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-07-002962,2007-02-28,8-K,5.02,c12791e8vk.htm,1,2007-02-18,2009-08-16,1
68505,68505,"Motorola, Inc.",2009-02-17,0,0000950137-07-002451,2007-02-20,8-K,5.02,c12530e8vk.htm,1,2007-02-18,2009-08-16,1
1133421,1133421,Northrop Grumman Systems Corporation,2016-04-18,0,0001133421-17-000040,2017-09-27,8-K,"5.02,9.01",noc-form8xk092617.htm,1,2014-04-19,2017-10-16,1
1133421,1133421,Northrop Grumman Systems Corporation,2016-04-18,0,0001133421-17-000014,2017-02-28,8-K,"5.02,9.01",noc-form8xk022717.htm,1,2014-04-19,2017-10-16,1
1133421,1133421,Northrop Grumman Systems Corporation,2016-04-18,0,0001133421-17-000011,2017-02-22,8-K,5.02,noc-form8xk021717.htm,1,2014-04-19,2017-10-16,1
1133421,1133421,Northrop Grumman Systems Corporation,2016-04-18,0,0001133421-16-000113,2016-12-09,8-K,"5.02,9.01",noc-form8xkx1216.htm,1,2014-04-19,2017-10-16,1
1133421,1133421,Northrop Grumman Systems Corporation,2016-04-18,0,0001133421-16-000072,2016-03-17,8-K,"5.02,9.01",noc-form8xkx031616.htm,1,2014-04-19,2017-10-16,1
1133421,1133421,Northrop Grumman Systems Corporation,2016-04-18,0,0001133421-16-000069,2016-02-22,8-K,"5.02,5.03,9.01",noc-form8xkx021616.htm,1,2014-04-19,2017-10-16,1
1133421,1133421,Northrop Grumman Systems Corporation,2016-04-18,0,0001133421-15-000050,2015-10-15,8-K,"5.02,9.01",noc-10132015xform8k.htm,1,2014-04-19,2017-10-16,1
1133421,1133421,Northrop Grumman Systems Corporation,2016-04-18,0,0001133421-15-000018,2015-03-20,8-K,"5.02,9.01",noc-form8xkx031915.htm,1,2014-04-19,2017-10-16,1
1133421,1133421,Northrop Grumman Systems Corporation,2016-04-18,0,0001133421-15-000016,2015-02-20,8-K,"5.02,9.01",noc-form8xkx021815.htm,1,2014-04-19,2017-10-16,1
1133421,1133421,Northrop Grumman Systems Corporation,2016-04-18,0,0001133421-15-000013,2015-02-19,8-K,"5.02,9.01",noc-form8xkx021715.htm,1,2014-04-19,2017-10-16,1
1133421,1133421,Northrop Grumman Systems Corporation,2016-04-18,0,0001133421-15-000011,2015-02-03,8-K,5.02,form8-k020215.htm,1,2014-04-19,2017-10-16,1
1133421,1133421,Northrop Grumman Systems Corporation,2016-04-18,0,0001133421-14-000061,2014-12-08,8-K,"5.02,9.01",noc-form8xk120814.htm,1,2014-04-19,2017-10-16,1
1133421,1133421,Northrop Grumman Systems Corporation,2016-04-18,0,0001133421-14-000058,2014-11-05,8-K,5.02,noc-form8xk110414.htm,1,2014-04-19,2017-10-16,1
73309,73309,Nucor Corporation,2023-05-26,0,0001193125-23-296305,2023-12-15,8-K,"5.02,9.01",d615320d8k.htm,1,2021-05-26,2023-12-25,1
73309,73309,Nucor Corporation,2023-05-26,0,0001193125-23-206313,2023-08-08,8-K,"5.02,9.01",d496129d8k.htm,1,2021-05-26,2023-12-25,1
73309,73309,Nucor Corporation,2023-05-26,0,0001193125-22-215713,2022-08-09,8-K,"5.02,9.01",d361471d8k.htm,1,2021-05-26,2023-12-25,1
73309,73309,Nucor Corporation,2023-05-26,0,0001193125-22-159808,2022-05-25,8-K/A,"5.02,9.01",d235339d8ka.htm,1,2021-05-26,2023-12-25,1
73309,73309,Nucor Corporation,2023-05-26,0,0001193125-22-066230,2022-03-04,8-K/A,"5.02,9.01",d245075d8ka.htm,1,2021-05-26,2023-12-25,1
73309,73309,Nucor Corporation,2023-05-26,0,0001193125-22-050075,2022-02-23,8-K,"5.02,9.01",d315476d8k.htm,1,2021-05-26,2023-12-25,1
73309,73309,Nucor Corporation,2023-05-26,0,0001193125-21-244798,2021-08-12,8-K,"5.02,9.01",d207304d8k.htm,1,2021-05-26,2023-12-25,1
73309,73309,Nucor Corporation,2023-05-26,0,0001193125-21-181330,2021-06-03,8-K/A,"5.02,9.01",d156720d8ka.htm,1,2021-05-26,2023-12-25,1
73756,73756,"Oceaneering International, Inc.",2024-01-01,0,0000073756-24-000014,2024-02-27,8-K,"5.02,9.01",oii-20240221.htm,1,2022-01-01,2024-08-28,1
73756,73756,"Oceaneering International, Inc.",2024-01-01,0,0000073756-23-000140,2023-11-17,8-K,5.02,oii-20231116.htm,1,2022-01-01,2024-08-28,1
73756,73756,"Oceaneering International, Inc.",2024-01-01,0,0000073756-23-000095,2023-07-10,8-K,5.02,oii-20230705.htm,1,2022-01-01,2024-08-28,1
73756,73756,"Oceaneering International, Inc.",2024-01-01,0,0000073756-23-000012,2023-02-27,8-K,"5.02,9.01",oii-20230222.htm,1,2022-01-01,2024-08-28,1
73756,73756,"Oceaneering International, Inc.",2024-01-01,0,0000073756-22-000108,2022-10-21,8-K,5.02,oii-20221020.htm,1,2022-01-01,2024-08-28,1
73756,73756,"Oceaneering International, Inc.",2024-01-01,0,0000073756-22-000106,2022-09-16,8-K,5.02,oii-20220914.htm,1,2022-01-01,2024-08-28,1
73756,73756,"Oceaneering International, Inc.",2024-01-01,0,0000073756-22-000098,2022-08-24,8-K,"5.02,9.01",oii-20220818.htm,1,2022-01-01,2024-08-28,1
73756,73756,"Oceaneering International, Inc.",2024-01-01,0,0000073756-22-000020,2022-03-01,8-K,"5.02,9.01",oii-20220225.htm,1,2022-01-01,2024-08-28,1
75362,75362,PACCAR,2018-01-22,0,0001193125-18-152947,2018-05-04,8-K,"5.02,5.03,5.07,9.01",d555135d8k.htm,1,2016-01-23,2018-08-13,1
75362,75362,PACCAR,2018-01-22,0,0001193125-18-048187,2018-02-16,8-K,"5.02,9.01",d518625d8k.htm,1,2016-01-23,2018-08-13,1
75362,75362,PACCAR,2018-01-22,0,0001193125-17-369333,2017-12-14,8-K,"5.02,9.01",d498402d8k.htm,1,2016-01-23,2018-08-13,1
75362,75362,PACCAR,2018-01-22,0,0001193125-17-148456,2017-04-28,8-K,"5.02,5.07",d371963d8k.htm,1,2016-01-23,2018-08-13,1
75362,75362,PACCAR,2018-01-22,0,0001193125-16-789834,2016-12-12,8-K,"5.02,8.01",d255290d8k.htm,1,2016-01-23,2018-08-13,1
75362,75362,PACCAR,2018-01-22,0,0001193125-16-570149,2016-04-29,8-K,"5.02,5.03,5.07,9.01",d175553d8k.htm,1,2016-01-23,2018-08-13,1
76334,76334,Parker-Hannifin Corporation,2022-03-11,0,0001193125-22-269129,2022-10-26,8-K,5.02,d417708d8k.htm,1,2020-03-11,2022-11-08,1
76334,76334,Parker-Hannifin Corporation,2022-03-11,0,0001193125-22-227588,2022-08-23,8-K,5.02,d366447d8k.htm,1,2020-03-11,2022-11-08,1
76334,76334,Parker-Hannifin Corporation,2022-03-11,0,0001193125-22-204998,2022-07-28,8-K,5.02,d319781d8k.htm,1,2020-03-11,2022-11-08,1
76334,76334,Parker-Hannifin Corporation,2022-03-11,0,0001193125-21-247770,2021-08-16,8-K/A,5.02,d163815d8ka.htm,1,2020-03-11,2022-11-08,1
76334,76334,Parker-Hannifin Corporation,2022-03-11,0,0001193125-21-247766,2021-08-16,8-K/A,5.02,d188448d8ka.htm,1,2020-03-11,2022-11-08,1
76334,76334,Parker-Hannifin Corporation,2022-03-11,0,0001193125-21-246081,2021-08-13,8-K,5.02,d196075d8k.htm,1,2020-03-11,2022-11-08,1
76334,76334,Parker-Hannifin Corporation,2022-03-11,0,0000076334-21-000048,2021-04-22,8-K,5.02,ph-20210422.htm,1,2020-03-11,2022-11-08,1
76334,76334,Parker-Hannifin Corporation,2022-03-11,0,0000076334-21-000013,2021-01-27,8-K,5.02,ph-20210127.htm,1,2020-03-11,2022-11-08,1
76334,76334,Parker-Hannifin Corporation,2022-03-11,0,0000076334-21-000006,2021-01-11,8-K,5.02,ph-20210110.htm,1,2020-03-11,2022-11-08,1
76334,76334,Parker-Hannifin Corporation,2022-03-11,0,0000076334-20-000124,2020-11-02,8-K,"5.02,5.07",ph-20201027.htm,1,2020-03-11,2022-11-08,1
77476,77476,"PepsiCo, Inc.",2021-02-24,0,0000077476-21-000044,2021-08-05,8-K,5.02,pep-20210803.htm,1,2019-02-25,2023-04-05,1
77476,77476,"PepsiCo, Inc.",2021-02-24,0,0000077476-20-000075,2020-11-02,8-K,5.02,pep-20201030.htm,1,2019-02-25,2023-04-05,1
77476,77476,"PepsiCo, Inc.",2021-02-24,0,0000077476-20-000054,2020-07-07,8-K,5.02,form8-kjuly2020.htm,1,2019-02-25,2023-04-05,1
77476,77476,"PepsiCo, Inc.",2021-02-24,0,0000077476-20-000020,2020-03-10,8-K,5.02,form8-kmarch2020.htm,1,2019-02-25,2023-04-05,1
