accession,cik,filing_date,form,items,text_ok,section_found,section_chars,ref_dates,labels,exec_departure,ceo_departure,director_departure,appointment,election,compensation,notice_date,effective_date,previously_phrase,flag_retirement,flag_health,flag_transaction,flag_termination,flag_severance_release,flag_no_disagreement,action
0000796343-13-000017,796343,2013-01-28,8-K,"5.02,9.01",1,1,12873,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000796343-13-000030,796343,2013-03-19,8-K,"2.02,5.02,9.01",1,1,205,,b,1,0,0,0,0,0,,2013-03-22,0,0,0,0,0,0,0,departure
0000796343-13-000036,796343,2013-04-12,8-K,"5.02,5.07,9.01",1,1,1265,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000796343-14-000007,796343,2014-01-29,8-K,"5.02,9.01",1,1,12269,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000796343-17-000188,796343,2017-12-14,8-K,"2.02,5.02,9.01",1,1,540,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000796343-18-000039,796343,2018-01-26,8-K,"5.02,9.01",1,1,10902,2018-01-22,,1,0,0,1,0,1,2018-01-22,,0,1,0,0,0,0,0,departure
0000796343-18-000072,796343,2018-04-05,8-K,"5.02,9.01",1,1,2700,2018-01-22,"b,c",1,0,0,1,0,1,2018-01-22,,0,1,0,0,0,0,0,departure
0000796343-18-000088,796343,2018-04-13,8-K,"5.02,5.07,9.01",1,1,2524,2018-03-02,"d,e",0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000796343-18-000179,796343,2018-11-19,8-K,5.02,1,1,2968,,c,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000796343-19-000008,796343,2019-01-24,8-K,"5.02,9.01",1,1,2440,2018-03-02;2019-01-17;2019-01-24;2019-03-01,"b,d",1,0,1,0,1,1,2019-01-17,2019-03-01,0,0,0,0,0,0,0,departure
0000796343-19-000024,796343,2019-01-28,8-K,"5.02,9.01",1,1,10530,2018-04-09,,1,0,0,1,0,1,,,0,0,0,0,0,0,0,departure
0000796343-19-000091,796343,2019-04-12,8-K,"5.02,5.07,9.01",1,1,709,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000796343-20-000040,796343,2020-01-30,8-K,"5.02,9.01",1,1,10561,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000796343-20-000085,796343,2020-04-10,8-K,"5.02,5.07",1,1,1882,2020-04-06;2020-04-09,b,0,0,1,0,1,1,2020-04-06,immediately,0,1,0,0,0,0,0,departure
0001193125-19-010578,815097,2019-01-16,8-K,"5.02,9.01",1,1,1148,,d,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000815097-20-000033,815097,2020-04-21,8-K,"5.02,9.01",1,1,1724,,d,1,0,0,1,0,1,,,0,0,0,1,0,0,0,departure
0000815097-20-000111,815097,2020-12-04,8-K,5.02,1,1,439,2020-11-30;2020-12-01,b,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0000815097-21-000033,815097,2021-03-03,8-K,5.02,1,1,256,,b,1,0,0,1,0,0,,2021-03-01,0,0,0,0,0,0,0,departure
0001104659-22-051225,815097,2022-04-27,8-K,"5.02,9.01",1,1,340,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-22-061290,815097,2022-05-16,8-K,5.02,1,1,434,2022-05-13;2022-05-16,b,1,0,0,0,0,0,2022-05-13,2022-05-16,0,0,0,0,0,0,0,departure
0000815097-22-000047,815097,2022-06-24,8-K,5.02,1,1,898,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001104659-19-010295,823768,2019-02-25,8-K,"5.02,9.01",1,1,4572,2019-12-31,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001410578-19-000883,823768,2019-08-22,8-K,"5.02,9.01",1,1,1136,,,1,0,0,0,1,1,,,0,1,0,0,0,0,0,departure
0001104659-20-024590,823768,2020-02-25,8-K,"5.02,9.01",1,1,4635,2020-12-31,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-20-042259,823768,2020-04-02,8-K/A,"5.02,9.01",1,1,1092,2020-02-25,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-21-029723,823768,2021-03-01,8-K,"5.02,9.01",1,1,4712,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-21-036763,823768,2021-03-16,8-K,"5.02,9.01",1,1,1915,,,0,0,1,0,1,1,,,0,1,0,0,0,0,0,departure
0000831259-21-000035,831259,2021-11-04,8-K/A,"5.02,8.01",1,1,937,,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0000831259-21-000040,831259,2021-12-10,8-K,"5.02,9.01",1,1,1804,2021-12-09,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000831259-22-000006,831259,2022-02-08,8-K/A,"5.02,8.01",1,1,783,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000831259-22-000015,831259,2022-03-09,8-K,5.02,1,1,1173,2022-03-09,"b,c",1,0,0,1,0,0,2022-03-09,,0,1,0,0,0,0,0,departure
0000831259-23-000007,831259,2023-02-08,8-K,"5.02,9.01",1,1,1237,2023-02-07,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000831259-24-000005,831259,2024-02-09,8-K,"5.02,9.01",1,1,3058,2024-02-06;2024-06-11,"c,e",1,1,0,0,0,1,2024-02-06,,0,0,0,0,0,0,0,departure
0001193125-11-043592,858877,2011-02-23,8-K,5.02,1,1,1060,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001193125-11-067985,858877,2011-03-16,8-K,"1.01,5.02,8.01,9.01",1,1,303,2011-03-15;2011-04-01,,0,0,1,0,0,0,2011-03-15,2011-04-01,0,0,0,0,0,0,0,departure
0001193125-11-073802,858877,2011-03-22,8-K/A,5.02,1,1,760,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001193125-11-252379,858877,2011-09-20,8-K,"5.02,9.01",1,1,2437,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-11-335127,858877,2011-12-08,8-K,"5.02,5.07,9.01",1,1,1592,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-12-332045,858877,2012-08-02,8-K,5.02,1,1,2960,,,0,0,0,1,1,1,,,0,0,0,0,0,0,0,appointment
0001193125-12-396875,858877,2012-09-19,8-K,"5.02,8.01",1,1,848,2012-09-13,,0,0,1,0,0,0,2012-09-13,,0,1,0,0,0,0,0,departure
0001193125-12-415386,858877,2012-10-04,8-K,"5.02,5.03,9.01",1,1,2212,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000950123-08-015831,872589,2008-11-20,8-K,5.02,1,1,2692,2002-12-20;2008-11-14,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001206774-10-002373,872589,2010-11-15,8-K,"5.02,9.01",1,1,1833,,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000950134-06-016417,896878,2006-08-17,8-K,"5.02,9.01",1,1,336,,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0000950134-06-019813,896878,2006-10-27,8-K,"1.01,5.02",1,1,428,2006-10-25;2006-12-15,,0,0,1,0,0,0,2006-10-25,,0,0,0,0,0,0,0,departure
0000950134-07-004389,896878,2007-02-28,8-K,"5.02,9.01",1,1,765,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950134-07-013237,896878,2007-06-11,8-K,"5.02,9.01",1,1,591,2007-06-11,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950134-07-013435,896878,2007-06-14,8-K,"5.02,9.01",1,1,1405,2007-06-14;2007-08-10,,1,0,0,1,0,1,,,0,0,0,0,0,0,0,departure
0000950134-07-016170,896878,2007-07-30,8-K,"5.02,9.01",1,1,3401,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000891618-07-000516,896878,2007-08-22,8-K,"2.02,5.02,9.01",1,1,2251,2007-08-21;2007-08-22;2008-01-01;2008-01-02;2008-07-31,,1,1,0,0,0,1,2007-08-22,,0,0,0,0,0,0,0,departure
0000950134-07-020924,896878,2007-10-05,8-K,"5.02,9.01",1,1,3328,2007-10-01;2008-01-01,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000950134-07-022010,896878,2007-10-26,8-K,5.02,1,1,185,2007-10-24;2007-12-14,,0,0,1,0,0,0,2007-10-24,,0,0,0,0,0,0,0,departure
0000950134-07-023354,896878,2007-11-08,8-K,"5.02,9.01",1,1,3416,2007-11-02,,1,0,0,0,0,1,,,0,0,0,0,0,0,0,departure
0000950134-07-025545,896878,2007-12-17,8-K,"5.02,9.01",1,1,5890,2007-11-01;2007-12-14,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950134-08-001977,896878,2008-02-08,8-K,"5.02,9.01",1,1,813,2008-02-04;2008-02-15,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950134-08-013312,896878,2008-07-25,8-K,"5.02,9.01",1,1,3147,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950134-08-018583,896878,2008-10-28,8-K,5.02,1,1,1603,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950134-08-021520,896878,2008-12-02,8-K,"5.02,9.01",1,1,929,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000950134-08-022449,896878,2008-12-19,8-K,"5.02,8.01,9.01",1,1,3249,2008-10-31;2008-12-16,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-12-186061,896878,2012-04-26,8-K,"5.02,9.01",1,1,273,,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-12-319554,896878,2012-07-27,8-K,"5.02,8.01,9.01",1,1,2617,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000896878-13-000062,896878,2013-05-20,8-K,"5.02,9.01",1,1,606,2013-05-20;2013-08-01,,1,0,0,0,0,0,,2013-09-15,0,1,0,0,0,0,0,departure
0001193125-13-295758,896878,2013-07-19,8-K,5.02,1,1,169,2013-09-30,,1,0,0,0,0,0,2013-09-30,2013-09-30,0,1,0,0,0,0,0,departure
0001193125-13-302682,896878,2013-07-25,8-K,5.02,1,1,1618,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-14-020495,896878,2014-01-24,8-K,"5.02,5.07,9.01",1,1,1137,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000896878-14-000030,896878,2014-02-11,8-K,"2.02,5.02,9.01",1,1,791,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001193125-14-284196,896878,2014-07-29,8-K,"5.02,5.03,8.01,9.01",1,1,326,,,1,0,0,0,0,0,,,0,1,0,0,0,0,0,departure
0001193125-14-394221,896878,2014-11-03,8-K,"5.02,8.01,9.01",1,1,264,,,0,0,1,0,0,0,,,0,1,0,0,0,0,0,departure
0001193125-15-019001,896878,2015-01-23,8-K,"5.02,5.07,8.01,9.01",1,1,1054,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001193125-15-360231,896878,2015-10-30,8-K,"5.02,8.01,9.01",1,1,472,,,0,0,1,0,0,0,,,0,1,0,0,0,0,0,departure
0000896878-16-000219,896878,2016-05-09,8-K,"5.02,5.03,9.01",1,1,1199,2015-11-25;2016-05-05,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000896878-17-000080,896878,2017-07-21,8-K,"5.02,9.01",1,1,1206,2016-11-23;2017-07-21,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000896878-17-000117,896878,2017-08-22,8-K,"2.02,5.02,8.01,9.01",1,1,1772,2017-08-17;2017-08-19;2017-08-22;2018-01-31;2018-02-01,,1,0,0,1,0,1,2017-08-17,2018-01-31,0,0,0,0,0,0,0,departure
0000896878-17-000162,896878,2017-10-19,8-K,"5.02,8.01,9.01",1,1,263,,,0,0,1,0,0,0,,,0,0,0,0,0,0,0,departure
0000896878-18-000025,896878,2018-01-23,8-K,"5.02,5.07,8.01,9.01",1,1,1934,2017-08-22;2018-01-19;2018-02-01,,0,0,0,1,0,1,,,1,0,0,0,0,0,0,appointment
0000896878-18-000073,896878,2018-05-22,8-K,"2.02,5.02,8.01,9.01",1,1,443,2018-05-21;2018-05-22;2018-07-31,b,1,0,0,0,0,0,2018-05-21,,0,0,0,0,0,0,0,departure
0000896878-18-000162,896878,2018-08-23,8-K,"2.02,5.02,8.01,9.01",1,1,3454,2018-08-23;2019-01-01,,1,1,0,0,0,0,2018-08-23,2019-01-01,0,0,0,0,0,0,0,departure
0000896878-18-000207,896878,2018-11-05,8-K,"5.02,8.01",1,1,3186,2018-08-23;2018-10-31;2019-01-01,,1,1,0,0,0,1,2018-08-23,2019-01-01,0,0,0,0,0,0,0,departure
0000896878-20-000202,896878,2020-10-20,8-K,"5.02,9.01",1,1,1262,2019-11-27;2020-10-19,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000896878-21-000255,896878,2021-11-10,8-K,5.02,1,1,2594,2021-11-04;2022-02-28,,1,0,0,0,0,1,,2022-02-28,0,0,0,0,0,0,0,departure
0000896878-22-000003,896878,2022-01-24,8-K,"5.02,5.07,9.01",1,1,242,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000896878-22-000019,896878,2022-05-24,8-K,"2.02,5.02,8.01,9.01",1,1,507,2022-05-24;2022-05-31,,1,1,0,1,0,0,2022-05-24,2022-05-31,0,0,0,0,0,0,0,departure
0000896878-23-000009,896878,2023-02-23,8-K,"2.02,5.02,8.01,9.01",1,1,2789,2023-02-23;2023-07-31;2023-08-01;2024-07-31,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000896878-23-000016,896878,2023-05-04,8-K,"5.02,9.01",1,1,1420,2022-11-23,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000896878-23-000028,896878,2023-08-14,8-K,"5.02,9.01",1,1,796,2023-08-14;2023-09-05,,1,0,0,1,0,0,,,0,0,0,0,0,0,0,departure
0000896878-24-000021,896878,2024-05-02,8-K,"5.02,9.01",1,1,1281,2023-11-22,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000896878-24-000032,896878,2024-07-25,8-K,"5.02,9.01",1,1,1286,2023-11-22,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000896878-24-000041,896878,2024-11-04,8-K,"5.02,9.01",1,1,242,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000896878-25-000027,896878,2025-06-16,8-K,5.02,1,1,1433,2025-06-16;2025-07-31;2025-08-01;2026-07-31;2027-09-01,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000930413-11-001085,908937,2011-02-15,8-K,"2.02,5.02,9.01",1,1,850,2011-02-14;2011-05-01;2012-05-01;2012-06-01,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950123-11-034955,908937,2011-04-12,8-K,5.02,1,1,3339,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000930413-11-004876,908937,2011-07-22,8-K,"5.02,9.01",1,1,1633,2011-07-21;2015-07-20,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000930413-11-005668,908937,2011-08-24,8-K,"5.02,9.01",1,1,1655,2011-08-23;2015-08-22,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000930413-12-001340,908937,2012-03-05,8-K,"5.02,9.01",1,1,549,2012-03-05,,1,0,0,0,0,1,,,0,1,0,0,0,0,0,departure
0000930413-14-004831,908937,2014-12-11,8-K,5.02,1,1,2220,,,0,0,1,0,1,1,,,0,1,0,0,0,0,1,departure
0000930413-15-002576,908937,2015-05-21,8-K,"5.02,5.07,9.01",1,1,1479,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000930413-15-002882,908937,2015-06-23,8-K,"5.02,9.01",1,1,2190,2015-06-19;2018-06-18,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000930413-15-002950,908937,2015-06-30,8-K,"5.02,9.01",1,1,6025,2015-06-26;2015-06-30,,1,0,0,0,0,1,2015-06-26,2015-07-17,0,0,0,0,0,0,0,departure
0000930413-15-003027,908937,2015-07-08,8-K,"5.02,9.01",1,1,2234,2015-06-30;2015-07-03;2018-05-31,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000930413-15-003326,908937,2015-08-13,8-K,"5.02,9.01",1,1,2976,2015-08-11;2018-04-30,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000930413-16-005595,908937,2016-02-22,8-K,5.02,1,1,336,,,0,0,1,0,0,0,,,0,0,0,0,0,0,1,departure
0000908937-18-000005,908937,2018-01-11,8-K,"5.02,9.01",1,1,3017,2018-01-10;2018-12-31,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000908937-18-000008,908937,2018-01-23,8-K,5.02,1,1,2575,,,0,0,1,0,0,1,,2018-01-23,0,0,1,0,0,0,0,departure
0001140361-12-050307,920522,2012-12-10,8-K,"1.01,5.02,9.01",1,1,212,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001140361-13-012917,920522,2013-03-18,8-K,"1.01,5.02,9.01",1,1,212,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001140361-13-021459,920522,2013-05-17,8-K,"5.02,5.03,5.07,9.01",1,1,4184,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001140361-13-030591,920522,2013-08-06,8-K,5.02,1,1,823,2013-04-01,,1,0,0,0,0,0,,,0,0,0,0,0,0,1,departure
0001140361-14-003902,920522,2014-01-31,8-K,"1.01,2.03,5.02,9.01",1,1,7714,2011-02-25;2013-03-11;2013-04-01,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001140361-14-015094,920522,2014-04-01,8-K,"2.01,5.02,7.01,8.01,9.01",1,1,1721,2011-02-25;2014-01-31,,0,0,0,0,1,1,,,1,0,0,0,0,0,0,election
0001140361-14-046028,920522,2014-12-22,8-K,5.02,1,1,2323,2014-12-19,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000920522-15-000011,920522,2015-05-07,8-K,"5.02,9.01",1,1,1721,2015-05-04;2015-09-30,,1,0,0,1,0,1,,,0,0,0,0,0,0,1,departure
0001140361-15-032543,920522,2015-08-18,8-K,5.02,1,1,515,2015-08-14,,0,0,1,0,0,0,2015-08-14,,0,0,1,0,0,0,0,departure
0001140361-20-010932,943452,2020-05-07,8-K,"5.02,9.01",1,1,1086,2019-02-25;2020-05-06,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001140361-20-012015,943452,2020-05-20,8-K,"5.02,5.07,9.01",1,1,3839,2020-02-13;2020-04-03;2020-05-15,,0,0,1,0,1,1,,,1,1,0,0,0,0,0,departure
0001140361-20-017477,943452,2020-08-04,8-K,5.02,1,1,201,2020-08-03,,1,0,0,0,0,0,2020-08-03,,0,0,0,0,0,0,0,departure
0001140361-20-027975,943452,2020-12-10,8-K,"5.02,9.01",1,1,1031,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001140361-21-005371,943452,2021-02-18,8-K,"5.02,5.03,9.01",1,1,503,2021-02-11,,0,0,1,0,0,0,2021-02-11,,0,1,0,0,0,0,0,departure
0001140361-21-018288,943452,2021-05-21,8-K,"5.02,5.07",1,1,399,2021-02-18;2021-05-19,,0,0,1,0,0,0,,,1,1,0,0,0,0,0,departure
0001140361-21-023780,943452,2021-07-08,8-K,"5.02,9.01",1,1,974,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001140361-21-028111,943452,2021-08-12,8-K,"5.02,7.01,9.01",1,1,4189,2021-04-07;2021-08-11,,1,0,0,1,0,1,,,0,0,0,0,1,1,0,departure
0001140361-21-031241,943452,2021-09-14,8-K,5.02,1,1,878,2021-08-11;2021-09-09,,1,0,0,0,0,1,2021-08-11,,1,0,1,0,0,0,0,departure
0001140361-22-013268,943452,2022-04-06,8-K,"5.02,9.01",1,1,1277,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001140361-22-020352,943452,2022-05-24,8-K,"5.02,5.07",1,1,204,,,0,0,1,0,0,0,,,0,1,0,0,0,0,0,departure
0001140361-22-024697,943452,2022-07-01,8-K,"5.02,9.01",1,1,730,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001140361-22-044669,943452,2022-12-07,8-K,"5.02,9.01",1,1,8335,2020-05-06;2022-12-05,,1,0,1,0,0,1,,2022-12-05,0,0,0,0,1,1,0,departure
0001193125-21-350793,1000228,2021-12-08,8-K,"5.02,9.01",1,1,1469,2021-12-08,"b,d",0,0,1,0,1,1,2021-12-08,,0,1,0,0,0,0,0,departure
0001193125-22-002148,1000228,2022-01-05,8-K,"5.02,7.01,9.01",1,1,1167,2022-01-05;2022-04-29,,1,0,0,0,0,0,2022-01-05,2022-04-29,0,1,0,0,0,0,0,departure
0001193125-22-094333,1000228,2022-04-04,8-K,"5.02,7.01,9.01",1,1,964,2022-04-04;2022-07-01,"b,c",1,0,0,0,0,0,2022-04-04,2022-07-01,0,1,0,0,0,0,0,departure
0001193125-22-293869,1000228,2022-11-29,8-K,"5.02,9.01",1,1,3975,2019-08-08;2022-11-28,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-23-154352,1000228,2023-05-25,8-K,"5.02,5.07,9.01",1,1,5375,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-23-278944,1000228,2023-11-16,8-K,"3.01,5.02,9.01",1,1,1512,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-23-297629,1000228,2023-12-18,8-K,"5.02,9.01",1,1,1814,2023-12-18,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-24-147029,1000228,2024-05-24,8-K,"5.02,5.07,9.01",1,1,2372,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001001082-22-000006,1001082,2022-01-04,8-K,5.02,1,1,2960,,"b,d,e",0,0,1,0,1,1,,,0,0,0,0,0,0,0,departure
0001001082-22-000013,1001082,2022-03-31,8-K,5.02,1,1,1791,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001001082-23-000008,1001082,2023-01-10,8-K,"5.02,9.01",1,1,975,,d,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001001082-23-000031,1001082,2023-06-23,8-K,"5.02,9.01",1,1,261,2023-06-19;2023-06-23,,1,0,0,0,0,0,2023-06-19,2023-06-23,0,0,0,0,0,0,0,departure
0001104659-23-088620,1001082,2023-08-08,8-K,"1.01,3.02,5.02,7.01,8.01",1,1,3609,,,1,1,0,0,0,1,,,0,0,0,0,0,0,0,departure
0001104659-23-106153,1001082,2023-10-03,8-K,"1.01,5.02,8.01,9.01",1,1,1776,,,0,0,0,0,0,1,,,1,0,0,0,0,0,0,compensation only
0001104659-23-114464,1001082,2023-11-06,8-K,5.02,1,1,908,2023-11-03;2023-11-12,,1,1,0,1,0,0,2023-11-03,2023-11-12,1,0,0,1,0,0,0,departure
0001104659-23-116755,1001082,2023-11-13,8-K,"5.02,7.01,9.01",1,1,5680,2023-11-12,"a,b,c",1,1,0,1,0,1,2023-11-12,2023-11-12,1,0,0,1,0,0,0,departure
0001001250-21-000111,1001250,2021-07-16,8-K,"5.02,9.01",1,1,500,2021-07-13;2021-11-12,b,0,0,1,0,0,0,2021-07-13,,0,0,0,0,0,0,0,departure
0001001250-21-000168,1001250,2021-10-26,8-K,5.02,1,1,706,2021-10-21;2022-06-30,,1,0,0,0,0,1,2021-10-21,,0,1,0,0,0,0,0,departure
0001001250-22-000020,1001250,2022-02-24,8-K,"5.02,9.01",1,1,268,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001001250-22-000023,1001250,2022-02-28,8-K,"5.02,9.01",1,1,299,2022-02-22;2022-02-24;2022-03-04,,1,0,0,0,0,0,2022-03-04,2022-03-04,0,1,0,0,0,0,0,departure
0001001250-22-000048,1001250,2022-04-25,8-K,"5.02,9.01",1,1,1375,,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001001250-22-000105,1001250,2022-07-11,8-K,"5.02,9.01",1,1,1042,,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001001250-22-000114,1001250,2022-07-22,8-K,"5.02,9.01",1,1,465,2022-07-18;2022-11-17,b,0,0,1,0,0,0,2022-07-18,2022-11-17,0,1,0,0,0,0,0,departure
0001001250-23-000119,1001250,2023-08-24,8-K,"5.02,9.01",1,1,3290,2022-09-29;2023-08-22;2023-11-17,b,0,0,1,0,0,0,2023-08-22,,0,0,0,0,0,0,1,departure
0001041061-21-000003,1041061,2021-02-02,8-K,5.02,1,1,546,,,0,0,0,1,0,0,,,0,0,0,0,0,0,0,appointment
0001041061-21-000048,1041061,2021-09-22,8-K,5.02,1,1,621,2021-12-31,,1,1,0,1,0,0,2021-12-31,,0,1,0,0,0,0,0,departure
0001104659-22-129816,1041061,2022-12-23,8-K,5.02,1,1,309,2022-12-22,b,0,0,1,0,0,0,2022-12-22,,0,0,0,0,0,0,1,departure
0001041061-23-000033,1041061,2023-06-29,8-K,5.02,1,1,390,2023-12-31,,1,1,0,1,0,0,2023-12-31,,0,1,0,0,0,0,0,departure
0001041061-23-000035,1041061,2023-07-19,8-K,5.02,1,1,871,,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001041061-23-000043,1041061,2023-08-17,8-K/A,5.02,1,1,472,,d,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0000950123-09-012599,1048911,2009-06-09,8-K,"5.02,9.01",1,1,4078,,"d,e",0,0,0,0,1,1,,,1,0,0,0,0,0,0,election
0000950123-09-044728,1048911,2009-09-22,8-K,5.02,1,1,250,,,1,1,0,0,0,0,,2010-02-28,0,1,0,0,0,0,0,departure
0000950123-09-056728,1048911,2009-11-03,8-K,5.02,1,1,2165,2010-03-01,,1,1,0,1,0,1,2010-03-01,,1,1,0,0,0,0,0,departure
0000950123-10-058498,1048911,2010-06-16,8-K,"2.02,5.02,9.01",1,1,283,2010-09-27,,0,0,1,0,0,0,2010-09-27,immediately,0,1,0,0,0,0,0,departure
0000950123-10-090493,1048911,2010-09-30,8-K,"5.02,5.07,9.01",1,1,1191,2011-09-26,"b,e",0,0,1,0,0,1,2011-09-26,immediately,0,1,0,0,0,0,0,departure
0001193125-12-078385,1051470,2012-02-24,8-K,"5.02,9.01",1,1,5441,,b,0,0,1,0,0,1,,2012-02-23,0,0,0,0,0,0,1,departure
0001193125-13-080108,1051470,2013-02-27,8-K,"5.02,9.01",1,1,5016,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950157-13-000209,1051470,2013-05-29,8-K/A,"5.02,9.01",1,1,122,,e,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001193125-14-062781,1051470,2014-02-21,8-K,"5.02,7.01,9.01",1,1,789,,d,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-14-069855,1051470,2014-02-26,8-K,"5.02,9.01",1,1,6010,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001058290-18-000019,1058290,2018-06-07,8-K,"5.02,5.03,5.07,9.01",1,1,2214,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
