accession,cik,filing_date,form,items,text_ok,section_found,section_chars,ref_dates,labels,exec_departure,ceo_departure,director_departure,appointment,election,compensation,notice_date,effective_date,previously_phrase,flag_retirement,flag_health,flag_transaction,flag_termination,flag_severance_release,flag_no_disagreement,action
0001104659-21-048810,1535527,2021-04-09,8-K,5.02,1,1,1091,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-21-101531,1535527,2021-08-06,8-K,5.02,1,1,229,2021-08-04;2021-09-20,b,1,0,0,0,0,0,2021-08-04,2021-09-20,0,0,0,0,0,0,0,departure
0001104659-21-117007,1535527,2021-09-17,8-K,5.02,1,1,845,2021-08-04;2021-09-20,c,1,0,0,0,0,0,2021-08-04,2021-09-20,1,0,0,0,0,0,1,departure
0001104659-21-129072,1535527,2021-10-22,8-K,5.02,1,1,607,2021-10-01,e,1,0,0,0,0,1,,,1,0,1,0,0,0,0,departure
0001104659-21-154724,1535527,2021-12-30,8-K,5.02,1,1,197,2021-12-27;2022-01-31,b,0,0,1,0,0,0,2021-12-27,2022-01-31,0,0,0,0,0,0,0,departure
0001104659-22-004504,1535527,2022-01-14,8-K,"5.02,9.01",1,1,4309,2022-02-01;2023-02-01;2024-02-01;2025-02-01,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-22-044351,1535527,2022-04-08,8-K,5.02,1,1,2847,,"c,e",0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001104659-23-005624,1535527,2023-01-23,8-K,5.02,1,1,1728,,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001104659-23-028507,1535527,2023-03-03,8-K,"5.02,5.03,9.01",1,1,1730,,c,0,0,0,1,0,0,,,0,0,0,0,0,0,0,appointment
0001193125-19-157213,1543151,2019-05-24,8-K,5.02,1,1,1177,2019-05-23;2019-05-27,,0,0,1,0,0,0,2019-05-23,2019-05-27,0,0,0,0,0,0,1,departure
0001552781-19-000277,1543151,2019-06-07,8-K,5.02,1,1,902,2019-06-07,,1,0,0,0,0,0,,,0,0,0,0,0,0,0,departure
0001193125-19-201404,1543151,2019-07-24,8-K,5.02,1,1,995,2019-07-23;2019-07-24,,0,0,1,0,0,0,2019-07-23,2019-07-24,0,0,0,0,0,0,1,departure
0001193125-19-201403,1543151,2019-07-24,8-K,5.02,1,1,1161,2019-07-24,,0,0,1,0,0,0,2019-07-24,2019-07-24,0,0,0,0,0,0,1,departure
0001552781-19-000515,1543151,2019-12-26,8-K,5.02,1,1,2036,2019-12-23;2019-12-31,,0,0,1,0,0,0,2019-12-23,2019-12-31,0,0,0,0,0,0,1,departure
0001552781-20-000149,1543151,2020-02-19,8-K,"5.02,9.01",1,1,2305,2020-12-31,,0,0,0,0,1,1,,,1,0,0,0,0,0,0,election
0001552781-20-000209,1543151,2020-03-23,8-K,5.02,1,1,2805,2020-12-31,,0,0,0,1,1,1,,,1,0,0,0,0,0,0,appointment
0001552781-21-000144,1543151,2021-03-22,8-K,"5.02,9.01",1,1,2848,2021-12-31,,0,0,0,0,1,1,,,1,0,0,0,0,0,0,election
0001552781-23-000316,1543151,2023-06-30,8-K,"5.02,9.01",1,1,3969,2023-06-28,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001543151-23-000021,1543151,2023-08-01,8-K,"1.01,2.02,2.03,5.02,9.01",1,1,959,2023-08-01;2024-01-05,,1,0,0,0,0,1,2023-08-01,,0,0,0,0,1,1,1,departure
0001552781-23-000389,1543151,2023-09-28,8-K,"5.02,9.01",1,1,3076,2023-08-01;2023-09-25;2023-09-27;2023-11-13;2024-01-05,,1,0,0,1,0,1,,,1,0,0,0,0,0,0,departure
0001543151-23-000036,1543151,2023-11-07,8-K,"2.02,5.02,9.01",1,1,456,2023-09-27;2023-11-01,,1,0,0,1,0,0,,,0,0,0,0,0,0,0,departure
0001552781-23-000451,1543151,2023-11-17,8-K,5.02,1,1,3039,,,0,0,0,0,1,1,,,1,0,0,0,0,0,0,election
0001552781-25-000025,1543151,2025-02-07,8-K,5.02,1,1,845,2025-02-04,,0,0,1,0,0,0,2025-02-04,,0,0,0,0,0,0,1,departure
0001104659-16-153088,1553023,2016-10-31,8-K,"5.02,9.01",1,1,7613,2015-09-29;2015-10-19;2015-12-31;2016-10-31;2016-11-14;2016-11-30,,1,0,0,1,0,1,2016-10-31,2016-11-30,0,0,0,0,1,0,1,departure
0001553023-16-000216,1553023,2016-12-02,8-K/A,"5.02,9.01",1,1,1775,2015-09-29;2015-10-19;2016-11-30,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001553023-18-000025,1553023,2018-02-22,8-K,"2.02,5.02,7.01,9.01",1,1,1153,2018-02-16;2018-05-01,,1,0,0,1,0,1,2018-02-16,2018-05-01,0,1,0,0,0,0,0,departure
0001553023-18-000090,1553023,2018-06-25,8-K,5.02,1,1,294,2018-06-21,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001564590-20-010661,1564408,2020-03-13,8-K,"5.02,9.01",1,1,1629,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-20-291819,1564408,2020-11-12,8-K,5.02,1,1,464,2020-11-10,,0,0,1,0,0,0,2020-11-10,immediately,0,0,0,0,0,0,1,departure
0001193125-20-315448,1564408,2020-12-11,8-K,"5.02,9.01",1,1,1669,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-21-284200,1564408,2021-09-27,8-K,5.02,1,1,226,2021-09-22;2021-12-31,,0,0,1,0,0,0,2021-09-22,2021-12-31,0,0,0,0,0,0,1,departure
0001564590-22-026167,1564408,2022-07-21,8-K,"1.01,2.02,5.02,5.03,5.07,8.01,9.01",1,1,2304,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-22-234696,1564408,2022-08-31,8-K,"2.02,2.05,5.02,7.01,9.01",1,1,1954,2022-08-26;2022-08-30,,1,0,0,0,0,1,2022-08-26,,0,0,0,0,0,0,0,departure
0001193125-21-305552,1590895,2021-10-22,8-K,"5.02,7.01,9.01",1,1,729,2021-10-22;2021-11-07,d,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-21-356883,1590895,2021-12-14,8-K/A,5.02,1,1,1203,2021-10-22;2021-11-07;2021-12-09;2022-01-01,d,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001590895-22-000004,1590895,2022-01-04,8-K,"5.02,9.01",1,1,5385,2021-12-28;2022-01-01;2025-01-01,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001590895-22-000078,1590895,2022-03-01,8-K,"5.02,9.01",1,1,4078,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-22-196372,1590895,2022-07-18,8-K,5.02,1,1,484,2022-07-15,b,1,0,1,0,0,0,2022-07-15,immediately,0,0,0,0,0,0,1,departure
0001590895-24-000004,1590895,2024-01-30,8-K,5.02,1,1,3897,2023-12-01;2024-01-26,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001609711-17-000280,1609711,2017-12-08,8-K,"3.02,5.02,8.01,9.01",1,1,2483,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001609711-18-000020,1609711,2018-02-02,8-K,"5.02,9.01",1,1,2079,2018-01-30;2018-02-01,,0,0,1,0,1,1,2018-01-30,2018-02-01,0,0,0,0,0,0,0,departure
0001609711-18-000127,1609711,2018-05-08,8-K,"2.02,5.02,9.01",1,1,435,2018-05-04,,0,0,1,1,0,0,2018-05-04,,0,0,0,0,0,0,0,departure
0001609711-18-000176,1609711,2018-08-02,8-K,"2.02,5.02,9.01",1,1,2178,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001609711-18-000218,1609711,2018-10-03,8-K,5.02,1,1,174,2018-09-30;2018-10-05,,0,0,1,0,0,0,2018-09-30,2018-10-05,0,0,0,0,0,0,0,departure
0001609711-19-000008,1609711,2019-02-14,8-K,5.02,1,1,4027,2018-04-25;2019-01-01;2019-02-08;2019-02-25;2019-02-28;2019-06-30;2019-12-31,"b,c",1,0,0,1,0,1,2019-02-08,2019-02-28,0,0,0,0,0,1,1,departure
0001609711-19-000176,1609711,2019-07-16,8-K,5.02,1,1,478,2019-07-12;2019-09-01,b,1,0,0,0,0,0,2019-07-12,2019-09-01,0,0,0,0,0,0,1,departure
0001609711-19-000190,1609711,2019-08-02,8-K,"5.02,7.01",1,1,9410,2015-02-24;2019-04-25;2019-07-30;2019-08-01;2019-09-04;2019-09-30,,1,1,0,1,1,1,2019-08-01,2019-09-04,0,1,1,0,0,0,0,departure
0001609711-19-000212,1609711,2019-09-09,8-K,5.02,1,1,2395,2019-09-04;2024-12-31,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001609711-19-000250,1609711,2019-12-06,8-K,5.02,1,1,3813,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001609711-20-000004,1609711,2020-02-10,8-K,"5.02,9.01",1,1,2215,2020-02-07;2020-02-09,,0,0,1,0,1,1,2020-02-07,2020-02-09,0,0,0,0,0,0,0,departure
0001609711-20-000053,1609711,2020-04-23,8-K,"5.02,9.01",1,1,505,,b,0,0,1,0,0,0,,immediately,0,0,0,0,0,0,0,departure
0001609711-20-000141,1609711,2020-11-04,8-K,"2.02,5.02,9.01",1,1,422,2020-10-30;2020-11-13,b,1,0,0,0,0,0,2020-10-30,2020-11-13,0,0,0,0,0,0,1,departure
0001609711-21-000008,1609711,2021-02-11,8-K,"2.02,5.02,7.01,9.01",1,1,5597,2018-02-23;2020-02-28;2021-02-10;2021-02-11;2021-06-30;2021-12-31;2022-03-01,,1,0,0,1,0,1,2021-02-11,2021-06-30,0,1,1,0,1,1,0,departure
0001609711-21-000052,1609711,2021-04-23,8-K/A,5.02,1,1,2914,2021-02-11;2021-04-21;2021-06-30;2021-12-31,,1,0,0,0,0,0,2021-02-11,2021-06-30,1,1,0,0,0,0,0,departure
0001609711-21-000059,1609711,2021-05-05,8-K,"2.02,5.02,7.01,9.01",1,1,16673,2021-01-01;2021-05-01;2021-07-12;2023-12-31,"c,e",0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001609711-21-000126,1609711,2021-12-06,8-K,"5.02,9.01",1,1,1498,2022-01-01,"a,b",0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001609711-22-000003,1609711,2022-01-05,8-K,"5.02,9.01",1,1,1251,2022-01-03;2022-01-05,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001609711-22-000011,1609711,2022-01-26,8-K/A,"5.02,9.01",1,1,5098,2021-05-05;2022-01-03;2022-01-05;2022-01-20,c,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001609711-22-000092,1609711,2022-07-08,8-K,"5.02,5.03,9.01",1,1,630,2022-07-07,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001609711-22-000118,1609711,2022-09-29,8-K,"5.02,9.01",1,1,651,2022-09-23,,0,0,1,0,1,0,2022-09-23,2022-09-30,0,1,0,0,0,0,1,departure
0001609711-23-000009,1609711,2023-01-25,8-K,"5.02,7.01,9.01",1,1,2657,2023-01-22;2023-01-24;2023-01-25,,0,0,1,0,1,1,2023-01-22,2023-01-25,0,0,0,0,0,0,0,departure
0001609711-23-000099,1609711,2023-06-08,8-K,"5.02,5.07",1,1,1028,2022-09-23;2023-06-06;2023-06-07;2025-01-30,,0,0,1,0,0,1,2022-09-23,,1,1,0,0,0,0,0,departure
0001609711-23-000153,1609711,2023-10-06,8-K,5.02,1,1,203,2023-10-05;2023-11-17,,1,0,0,0,0,0,2023-10-05,2023-11-17,0,0,0,0,0,0,0,departure
0000950157-17-000552,1632127,2017-05-04,8-K,"1.01,2.01,2.03,5.02,5.07,7.01,8.01,9.01",1,1,2280,2017-03-01;2017-03-28;2017-05-02,,0,0,0,1,0,1,,,1,0,0,0,0,0,0,appointment
0000950157-17-001405,1632127,2017-10-05,8-K,"5.02,7.01,9.01",1,1,195,2017-10-05;2017-12-29,,1,0,0,0,0,0,2017-10-05,2017-12-29,0,1,0,0,0,0,0,departure
0001437749-17-018584,1632127,2017-11-08,8-K,"5.02,7.01,9.01",1,1,958,2017-11-08;2017-12-31,,1,0,0,0,1,0,2017-11-08,2017-12-31,0,1,0,0,0,0,0,departure
0000950157-17-001559,1632127,2017-11-22,8-K,5.02,1,1,1737,2017-11-17;2017-12-29,,1,0,0,0,0,1,2017-12-29,2017-12-29,1,1,1,0,0,1,0,departure
0001437749-18-006058,1632127,2018-04-02,8-K,"5.02,7.01,9.01",1,1,854,2018-04-02,,1,0,0,0,0,0,2018-04-02,,0,1,0,0,0,0,0,departure
0001437749-18-012969,1632127,2018-07-05,8-K,"5.02,7.01,9.01",1,1,5540,2018-04-02;2018-04-03;2018-09-30;2019-01-04,,1,0,0,1,0,1,2018-04-02,,0,1,1,0,0,1,0,departure
0001437749-18-017917,1632127,2018-10-03,8-K,5.02,1,1,1786,,,0,0,0,1,0,1,,,1,0,0,0,0,0,0,appointment
0001437749-19-013104,1632127,2019-07-01,8-K,"5.02,7.01,9.01",1,1,1636,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001437749-19-018435,1632127,2019-09-16,8-K,"5.02,7.01,9.01",1,1,1645,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001640147-23-000044,1640147,2023-04-07,8-K,"5.02,9.01",1,1,6501,2023-04-05,,0,0,1,1,1,1,2023-04-05,immediately,0,0,0,0,0,0,0,departure
0001640147-23-000073,1640147,2023-05-24,8-K,"2.02,5.02,9.01",1,1,6473,2023-05-23,,0,0,1,0,1,1,2023-05-23,,0,0,0,0,0,0,1,departure
0001640147-23-000193,1640147,2023-08-23,8-K,"2.02,5.02,9.01",1,1,2592,2023-05-25,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001640147-24-000033,1640147,2024-02-28,8-K,"5.02,9.01",1,1,7144,,,1,1,0,1,0,1,,2024-02-27,0,1,0,0,0,0,0,departure
0001640147-24-000031,1640147,2024-02-28,8-K,"2.02,5.02,9.01",1,1,2885,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001640147-24-000183,1640147,2024-07-02,8-K,5.02,1,1,555,2024-06-30;2024-07-19,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,other
0001645590-22-000002,1645590,2022-01-24,8-K,5.02,1,1,380,2022-01-18,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001645590-22-000041,1645590,2022-06-21,8-K,5.02,1,1,5193,2022-06-17,,1,0,0,1,0,1,2022-06-17,,0,0,1,0,1,0,0,departure
0001645590-22-000055,1645590,2022-09-22,8-K,"5.02,9.01",1,1,1293,,,0,0,0,1,1,1,,,0,0,0,0,0,0,0,appointment
0001645590-23-000005,1645590,2023-01-10,8-K,"5.02,9.01",1,1,1259,,,0,0,0,1,1,1,,,0,0,0,0,0,0,0,appointment
0001645590-23-000008,1645590,2023-01-30,8-K,5.02,1,1,366,2023-01-27,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001645590-23-000042,1645590,2023-04-06,8-K,"5.02,5.07,9.01",1,1,1238,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001645590-23-000076,1645590,2023-06-14,8-K,"5.02,7.01,9.01",1,1,1150,2023-06-14,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001645590-23-000079,1645590,2023-08-07,8-K,"2.02,5.02,7.01,9.01",1,1,2624,2023-08-03;2023-08-25,,1,1,0,1,0,1,2023-08-03,2023-08-25,0,0,0,0,0,0,1,departure
0001645590-23-000110,1645590,2023-12-15,8-K,"5.02,9.01",1,1,5918,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001645590-24-000004,1645590,2024-01-23,8-K,"5.02,7.01,9.01",1,1,826,2024-01-17;2024-02-01,,1,0,0,0,0,0,2024-01-17,2024-02-01,0,0,0,0,0,0,0,departure
0001645590-24-000016,1645590,2024-02-08,8-K,5.02,1,1,366,2024-02-06,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001645590-24-000073,1645590,2024-04-01,8-K,5.02,1,1,1433,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001645590-24-000078,1645590,2024-04-12,8-K,"5.02,5.03,5.07,9.01",1,1,1244,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001645590-24-000125,1645590,2024-11-05,8-K,5.02,1,1,2520,,,0,0,0,0,0,1,,,1,0,0,0,0,0,0,compensation only
0001645590-25-000048,1645590,2025-04-04,8-K,"5.02,5.07,9.01",1,1,1829,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001645590-25-000081,1645590,2025-07-16,8-K,"1.01,5.02,7.01,9.01",1,1,1246,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-22-020651,1660134,2022-01-28,8-K,"5.02,9.01",1,1,1956,2021-06-01;2022-01-28,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001193125-22-128099,1660134,2022-04-29,8-K,"5.02,9.01",1,1,590,2022-04-27,,0,0,1,0,0,0,2022-04-27,,0,0,0,0,0,0,1,departure
0001193125-22-196321,1660134,2022-07-18,8-K,"5.02,9.01",1,1,2484,2022-07-18;2022-08-15,,1,0,0,1,0,1,,,0,0,0,0,0,0,0,departure
0001193125-22-226462,1660134,2022-08-22,8-K,"5.02,9.01",1,1,1300,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001660134-22-000041,1660134,2022-08-31,8-K,"2.02,5.02,7.01,9.01",1,1,1766,2022-08-31,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001660134-22-000055,1660134,2022-11-30,8-K,"2.02,5.02,7.01,9.01",1,1,1524,2022-11-28;2022-11-30;2023-01-31;2023-02-01;2023-09-30,,1,0,0,0,0,1,2022-11-30,2023-01-31,0,1,0,0,0,1,0,departure
0001660134-23-000009,1660134,2023-03-01,8-K,"2.02,5.02,7.01,9.01",1,1,2390,2023-02-27;2023-03-01;2023-03-03;2023-04-30;2023-09-15,,1,0,0,1,0,1,2023-03-03,,0,0,0,0,0,0,0,departure
0001193125-23-127592,1660134,2023-04-28,8-K,"5.02,9.01",1,1,551,2023-04-25,,0,0,1,0,0,0,2023-04-25,,0,0,0,0,0,0,1,departure
0001660134-23-000044,1660134,2023-08-30,8-K,"2.02,5.02,7.01,9.01",1,1,627,2023-08-24;2023-10-31,,1,0,0,1,0,1,2023-08-24,,0,0,0,0,0,0,0,departure
0001193125-18-149450,1713683,2018-05-03,8-K,"5.02,8.01,9.01",1,1,272,2018-04-30;2018-05-14,,1,0,0,0,0,0,2018-04-30,2018-05-14,0,0,0,0,0,0,0,departure
0001628280-18-012442,1713683,2018-10-10,8-K,"5.02,9.01",1,1,6733,2018-02-16,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
