permno,ticker,comnam,siccd,exchcd,shrcd,namedt,nameendt
81869,GVP,G S E SYSTEMS INC,7372,3,11,2023-10-30,2024-10-31
81870,HABC,HABERSHAM BANCORP INC,6710,3,11,1995-07-17,1999-06-30
81870,HABC,HABERSHAM BANCORP INC,6020,3,11,1999-07-01,2009-12-23
81871,IMNT,IMNET SYSTEMS INC,7370,3,11,1995-07-20,1998-10-30
81872,IMSC,INTEGRATED MEASUREMENT SYS INC,3820,3,11,1995-07-21,2001-08-01
81873,JLHC,JUST LIKE HOME INC,6510,3,11,1995-07-06,1998-07-17
81874,KERA,KERAVISION INC,3840,3,11,1995-07-28,2001-02-13
81875,LBTYA,TELE COMMUNICATIONS INC NEW,4841,3,11,1995-08-11,1999-03-09
81876,WSHL,WEINSCHEL ENGINEERING INC,3825,3,10,1972-12-14,1976-09-02
81877,LGTO,LEGATO SYSTEMS INC,7370,3,11,1995-07-06,2003-10-20
81878,MASK,ALIGN RITE INTERNATIONAL INC,3220,3,11,1995-07-21,2000-06-07
81879,MCCI,MIDCOM COMMUNICATIONS INC,4810,3,11,1995-07-07,1997-12-19
81880,MEMO,VOICE IT WORLDWIDE INC,3650,3,11,1995-07-18,1998-04-07
81881,MNBK,MARINE NATIONAL BANK IRVINE CA,6020,3,11,1995-07-19,1996-09-20
81882,MNMD,MINIMED INC,3840,3,11,1995-07-25,2001-08-28
81883,MSFI,M S FINANCIAL INC,6140,3,11,1995-07-21,1997-07-31
81884,MTIN,MARTIN INDUSTRIES INC,3430,3,11,1995-07-13,2001-05-21
81885,NFLI,NUTRITION FOR LIFE INTL INC,5120,3,11,1995-07-11,2000-03-15
81885,ANII,ADVANCED NUTRACEUTICALS INC,5120,3,11,2000-03-16,2001-05-31
81885,ANII,ADVANCED NUTRACEUTICALS INC,5120,3,11,2001-06-01,2003-06-23
81886,NVDM,NOVADIGM INC,7370,3,11,1995-07-14,2004-04-02
81887,ONTK,ONTRAK SYSTEMS INC,3550,3,11,1995-07-11,1997-08-05
81888,PBYP,PLAY BY PLAY TOYS & NVLTS INC,5090,3,11,1995-07-19,2001-05-01
81889,PHHM,PALM HARBOR HOMES INC,1520,3,11,1995-07-31,2010-12-08
81890,PIXT,PIXTECH INC,3670,3,11,1995-07-18,2000-07-31
81890,PIXT,PIXTECH INC,3575,3,11,2000-08-01,2002-02-12
81891,PRCN,PERCON ACQUISITION INC,3570,3,11,1995-07-28,2000-01-19
81892,WEIS,WEISFIELDS INC,5944,3,11,1972-12-14,1989-12-11
81893,PROG,PROGRAMMERS PARADISE INC,5960,3,11,1995-07-18,2006-08-22
81893,WSTG,WAYSIDE TECHNOLOGY GROUP INC,5961,3,11,2006-08-23,2022-10-30
81893,CLMB,CLIMB GLOBAL SOLUTIONS INC,5961,3,11,2022-10-31,2024-12-31
81894,RDHS,LOGANS ROADHOUSE INC,5810,3,11,1995-07-26,1999-02-16
81895,RFMC,R F MANAGEMENT CORP,8740,3,11,1995-07-21,1998-03-23
81897,ROCF,ROCKFORD INDUSTRIES INC,6150,3,11,1995-07-20,1999-02-18
81898,RSIS,R S I SYSTEMS INC,3570,3,11,1995-07-25,1999-12-20
81899,SELB,SEL LEB MARKETING INC,7380,3,11,1995-07-17,1998-06-21
81899,SELB,SEL LEB MARKETING INC,7380,3,11,1998-06-22,2000-07-31
81899,SELB,SEL LEB MARKETING INC,5122,3,11,2000-08-01,2003-05-22
81900,SIHBF,SUN INTERNATIONAL HOTELS LTD,7011,3,12,1995-07-13,1996-02-22
81901,TAGS,TARRANT APPAREL GROUP,5130,3,11,1995-07-25,2009-08-20
81902,TINTA,TELE COMMUNICATIONS INTL INC,4840,3,11,1995-07-13,1998-11-19
81903,TLCM,TELCOM SEMICONDUCTOR INC,3670,3,11,1995-07-28,2001-01-16
81904,TSMAF,TESMA INTERNATIONAL INC,3710,3,12,1995-07-27,1999-02-15
81904,TSMA,TESMA INTERNATIONAL INC,3710,3,12,1999-02-16,2005-02-04
81905,UASI,UNITED AIR SPECIALIST INC,3560,3,11,1995-07-20,1997-02-28
81906,UNSN,UNISON SOFTWARE INC,7370,3,11,1995-07-21,1997-12-08
81907,VMEI,VERITAS MUSIC ENTERTAINMENT INC,7380,3,11,1995-07-20,1996-08-04
81907,IMPR,IMPRINT RECORDS INC,7380,3,11,1996-08-05,1997-06-20
81908,WJBS,WEST JERSEY BANCSHARES INC,6710,3,11,1995-07-27,1996-05-31
81909,DMM,DIA MET MINERALS LTD,5052,2,12,1995-07-14,1998-05-31
81909,DMM,DIA MET MINERALS LTD,4522,2,12,1998-06-01,2001-01-31
81909,DMM,DIA MET MINERALS LTD,1499,2,12,2001-02-01,2001-08-02
81910,IVC,INVESCO PLC,6211,1,31,1995-08-25,1997-03-09
81910,AVZ,AMVESCO PLC,6211,1,31,1997-03-10,1997-05-08
81910,AVZ,AMVESCAP PLC,6211,1,31,1997-05-09,2001-01-01
81910,AVZ,AMVESCAP PLC,6282,1,31,2001-01-02,2007-05-23
81910,IVZ,INVESCO PLC NEW,6282,1,31,2007-05-24,2007-12-03
81911,ATH,ADVANCED THERAPEUTIC SYS LTD,3845,2,12,1995-08-14,1996-10-29
81912,AVX,A V X CORP NEW,3675,1,11,1995-08-15,2006-06-29
81912,AVX,A V X CORP NEW,3674,1,11,2006-06-30,2019-09-08
81912,AVX,A V X CORP NEW,3675,1,11,2019-09-09,2020-03-27
81913,WLKMY,WELKOM GOLD HOLDINGS LTD,1040,3,30,1972-12-14,1994-04-15
81914,ACA,ARCADIAN CORP,2873,1,11,1995-08-04,1997-03-06
81916,FCA,FABRI CENTERS OF AMERICA INC,5949,1,11,1995-08-17,1998-08-31
81916,JAS,JO ANN STORES INC,5949,1,11,1998-09-01,2003-11-04
81917,HPT,HOSPITALITY PROPERTIES TRUST,6798,1,48,1995-08-17,2016-06-30
81917,HPT,HOSPITALITY PROPERTIES TRUST,6798,3,48,2016-07-01,2019-09-24
81917,SVC,SERVICE PROPERTIES TRUST,6798,3,48,2019-09-25,2024-12-31
81918,KYF,KENTUCKY FIRST BANCORP INC,6022,2,11,1995-08-29,2001-02-28
81918,KYF,KENTUCKY FIRST BANCORP INC,6035,2,11,2001-03-01,2003-11-07
81919,NIB,NEW IBERIA BANCORP INC,6022,2,10,1995-08-31,1997-05-30
81920,OO,OAKLEY INC,3851,1,11,1995-08-10,2007-11-14
81921,,WELLINGTON HALL LTD,4213,3,10,1972-12-14,1973-06-28
81921,,WELLINGTON HALL LTD,4213,0,10,1973-06-29,1989-08-31
81921,WHAL,WELLINGTON HALL LTD,2510,3,10,1989-09-01,1995-12-07
81922,THS,THERMOSPECTRA CORP,3829,2,11,1995-08-04,1998-06-30
81922,THS,THERMOSPECTRA CORP,3825,2,11,1998-07-01,1999-12-09
81923,THR,THREE RIVERS FINANCIAL CORP,6282,2,11,1995-08-24,1998-06-30
81923,THR,THREE RIVERS FINANCIAL CORP,6035,2,11,1998-07-01,2000-02-29
81924,TWA,TRANS WORLD AIRLINES INC,4513,2,11,1995-09-13,2001-01-05
81925,UCR,U C A R INTERNATIONAL INC,3624,1,11,1995-08-10,2002-05-07
81925,GTI,GRAFTECH INTERNATIONAL LTD,3624,1,11,2002-05-08,2004-02-11
81925,GTI,GRAFTECH INTERNATIONAL LTD,3625,1,11,2004-02-12,2012-11-26
81925,GTI,GRAFTECH INTERNATIONAL LTD,3624,1,11,2012-11-27,2015-08-14
81940,WMTGA,WELLINGTON MANAGEMENT CO,6211,3,10,1972-12-14,1979-10-31
81948,WTEC,WELLINGTON TECHNICAL INDS INC,2752,3,10,1972-12-14,1975-01-14
81956,,WELLMAN INDUSTRIES INC,3444,3,10,1972-12-14,1973-08-23
81964,WMAN,WELLS MANAGEMENT CORP,7361,3,10,1972-12-14,1978-03-02
81999,WTEK,WELLTECH INC,1381,3,10,1974-04-29,1979-06-01
82019,WLSH,WELSH CORP,2435,3,10,1972-12-14,1974-08-15
82027,WNTX,WENTEX INTERNATIONAL INC,0,3,10,1981-05-07,1983-12-20
82027,WNTX,WENTEX INTERNATIONAL INC,1311,3,10,1983-12-21,1986-02-04
82035,POLO,POLARIS OIL & GAS INC,0,3,10,1980-09-16,1984-07-10
82035,POLO,WEPCO ENERGY CO,1311,3,10,1984-07-11,1984-08-09
82035,WNRG,WEPCO ENERGY CO,1311,3,10,1984-08-10,1988-07-25
82043,WERN,WERNER CONTROL INC,4213,3,10,1972-12-14,1978-09-01
82051,WESP,WESPAC INVESTORS TRUST,6733,3,40,1982-04-13,1988-06-30
82051,WESP,WESPAC INVESTORS TRUST,6790,3,40,1988-07-01,1988-08-11
82070,WPTR,WESPAC INVESTORS TRUST II,6799,3,48,1983-12-12,1988-06-22
82086,WDRIY,WEST DRIEFONTEIN GOLD MNG LTD,1041,3,30,1972-12-14,1981-07-02
82094,WKNT,WEST KNITTING CORP,2254,3,10,1972-12-14,1977-03-14
82107,IBCX,INDEPENDENT BANKSHARES CORP,0,3,11,1976-10-15,1983-06-30
82107,WSAM,WESTAMERICA BANCORPORATION,6711,3,11,1983-07-01,1987-01-08
82107,WAB,WESTAMERICA BANCORPORATION,6025,2,11,1987-01-09,1994-04-25
82107,WABC,WESTAMERICA BANCORPORATION,6060,3,11,1994-04-26,1999-06-30
82107,WABC,WESTAMERICA BANCORPORATION,6020,3,11,1999-07-01,2024-12-31
82115,,WESTCHESTER CORP,6552,3,10,1972-12-14,1974-07-31
82123,WFSB,WESTCHESTER FINANCIAL SVCS CORP,6711,3,10,1984-03-13,1986-03-31
82123,WFSB,WESTCHESTER FINANCIAL SVCS CORP,6020,3,10,1986-04-01,1986-06-30
82123,WFSB,WESTCHESTER FINANCIAL SVCS CORP,6710,3,10,1986-07-01,1986-09-26
82155,AMIE,AMBASSADORS INTERNATIONAL INC,4720,3,11,1995-08-04,1999-06-30
82155,AMIE,AMBASSADORS INTERNATIONAL INC,4700,3,11,1999-07-01,2010-08-23
82155,AMIE,AMBASSADORS INTERNATIONAL INC,4700,3,11,2010-08-24,2011-04-12
82156,ANSN,ANSAN INC,2830,3,11,1995-08-08,1997-09-01
82156,ANSN,ANSAN PHARMACEUTICALS INC,2830,3,11,1997-09-02,1997-11-30
82156,DSCO,DISCOVERY LABORATORIES INC,2830,3,11,1997-12-01,2010-12-27
82156,DSCO,DISCOVERY LABORATORIES INC,2836,3,11,2010-12-28,2016-01-21
82156,DSCO,DISCOVERY LABORATORIES INC,2836,3,11,2016-01-22,2016-04-18
82156,WINT,WINDTREE THERAPEUTICS INC,2836,3,11,2016-04-19,2017-05-04
82156,,WINDTREE THERAPEUTICS INC,2836,0,11,2017-05-05,2017-12-21
82156,,WINDTREE THERAPEUTICS INC,2836,0,11,2017-12-22,2020-04-28
82156,,WINDTREE THERAPEUTICS INC,2836,0,11,2020-04-29,2020-05-19
82156,WINT,WINDTREE THERAPEUTICS INC,2836,3,11,2020-05-20,2023-02-23
82156,WINT,WINDTREE THERAPEUTICS INC,2836,3,11,2023-02-24,2024-04-21
82156,WINT,WINDTREE THERAPEUTICS INC,2836,3,11,2024-04-22,2024-12-31
82157,ATLS,ATLAS AIR INC,4730,3,11,1995-08-11,1997-11-10
82157,CGO,ATLAS AIR INC,4512,1,11,1997-11-11,1998-08-31
82157,CGO,ATLAS AIR INC,4522,1,11,1998-09-01,2001-01-01
82157,CGO,ATLAS AIR INC,4512,1,11,2001-01-02,2001-02-19
82157,CGO,ATLAS AIR WORLDWIDE HOLDINGS INC,4522,1,11,2001-02-20,2001-08-23
82157,CGO,ATLAS AIR WORLDWIDE HOLDINGS INC,4512,1,11,2001-08-24,2003-09-05
82158,BCOM,BANK COMMERCE SAN DIEGO CALIF,6020,3,11,1995-08-22,1999-07-15
82159,BEPI,BUREAU ELECTRONIC PUBG INC,7370,3,11,1995-08-11,1997-06-26
82159,CPTA,PACIFIC CHEMICAL INC,7370,3,11,1997-06-27,1998-06-01
82160,CBUK,CUTTER & BUCK INC,5130,3,11,1995-08-15,2007-06-08
82161,CCAI,COMMUNITY CARE AMERICA INC,8050,3,11,1995-08-10,1997-10-22
82162,CHRB,CHINA RESOURCES DEVELOPMENT INC,5085,3,11,1995-08-07,1997-01-15
82162,CHRB,CHINA RESOURCES DEVELOPMENT INC,5085,3,11,1997-01-16,1999-06-13
82162,CHRB,CHINA RESOURCES DEVELOPMENT INC,5085,3,11,1999-06-14,2004-11-21
82162,CHNR,CHINA NATURAL RESOURCES INC,5085,3,12,2004-11-22,2023-04-02
82162,CHNR,CHINA NATURAL RESOURCES INC,5085,3,12,2023-04-03,2024-12-31
82163,CLGY,CELLEGY PHARMACEUTICALS INC,2830,3,11,1995-08-14,2005-12-28
82163,,CELLEGY PHARMACEUTICALS INC,2830,0,11,2005-12-29,2009-04-21
82163,,ADAMIS PHARMACEUTICALS CORP,2830,0,11,2009-04-22,2013-12-12
82163,ADMP,ADAMIS PHARMACEUTICALS CORP,2834,3,11,2013-12-13,2023-05-21
82163,ADMP,ADAMIS PHARMACEUTICALS CORP,2834,3,11,2023-05-22,2023-09-07
82163,DMK,DMK PHARMACEUTICALS CORP,2834,3,11,2023-09-08,2024-02-06
82164,CMTK,COM TECH COMMUNICATION TECH INC,4890,3,11,1995-08-24,1997-07-25
82165,CNLG,CONOLOG CORP,3670,3,11,1995-08-21,2001-04-19
82165,CNLG,CONOLOG CORP,3679,3,11,2001-04-20,2002-06-30
82165,CNLG,CONOLOG CORP,7361,3,11,2002-07-01,2003-01-09
82165,CNLG,CONOLOG CORP,7361,3,11,2003-01-10,2006-08-03
82165,CNLG,CONOLOG CORP,7361,3,11,2006-08-04,2008-06-10
82165,CNLG,CONOLOG CORP,7361,3,11,2008-06-11,2009-02-26
82165,CNLG,CONOLOG CORP,7361,3,11,2009-02-27,2011-02-01
82166,WESB,WESTERN BEEF INC,6211,3,10,1972-12-14,1985-05-21
82167,CSIN,COMPUTATIONAL SYSTEMS INC,3820,3,11,1995-08-29,1997-12-30
82168,CTRN,COMPUTRON SOFTWARE INC,7370,3,11,1995-08-24,1997-01-27
82168,,COMPUTRON SOFTWARE INC,7370,0,11,1997-01-28,1997-11-11
82168,CFW,COMPUTRON SOFTWARE INC,7374,2,11,1997-11-12,1998-05-31
82168,CFW,COMPUTRON SOFTWARE INC,7372,2,11,1998-06-01,2000-11-01
82168,AXO,A X S ONE INC,7372,2,11,2000-11-02,2007-11-05
82169,CVAN,CROWN VANTAGE INC,2620,3,11,1995-08-29,1999-06-18
82170,DDSI,DIGITAL DESCRIPTOR SYSTEMS INC,7370,3,11,1995-08-10,1997-07-07
82171,DIST,AMCON DISTRIBUTING CO,5190,3,11,1995-08-04,1999-12-30
82171,DIT,AMCON DISTRIBUTING CO,5149,2,11,1999-12-31,2001-01-01
82171,DIT,AMCON DISTRIBUTING CO,5194,2,11,2001-01-02,2004-05-16
82171,DIT,AMCON DISTRIBUTING CO,5194,2,11,2004-05-17,2011-06-09
82171,DIT,AMCON DISTRIBUTING CO,5141,2,11,2011-06-10,2021-02-16
82171,DIT,AMCON DISTRIBUTING CO,5194,2,11,2021-02-17,2024-12-31
82172,DTOP,DESKTOP DATA INC,7370,3,11,1995-08-11,1998-02-24
82172,NEWZ,NEWSEDGE CORP,7370,3,11,1998-02-25,2001-09-27
82173,EUPH,EUPHONIX INC,3670,3,11,1995-08-22,2001-09-26
82174,WCAS,WESTERN CASUALTY & SURETY CO,6331,3,10,1972-12-14,1985-04-16
82175,GUCO,GRAND UNION CO,5410,3,11,1995-08-14,1998-05-20
82175,,GRAND UNION CO,5410,0,11,1998-05-21,1998-09-30
82175,GUCO,GRAND UNION CO,5410,3,11,1998-10-01,2000-07-26
82176,HOOK,REDHOOK ALE BREWERY INC,2080,3,11,1995-08-17,2008-07-10
82176,HOOK,CRAFT BREWERS ALLIANCE INC,2082,3,11,2008-07-11,2012-01-11
82176,HOOK,CRAFT BREW ALLIANCE INC,2082,3,11,2012-01-12,2012-03-21
82176,BREW,CRAFT BREW ALLIANCE INC,2082,3,11,2012-03-22,2020-09-29
82177,HPRI,H P R INC,7380,3,11,1995-08-11,1997-12-22
82178,HRBC,HARBINGER CORP,7370,3,11,1995-08-22,2000-06-16
82179,IART,INTEGRA LIFESCIENCES CORP,3840,3,11,1995-08-16,1995-11-30
82179,IART,INTEGRA LIFESCIENCES CORP,2830,3,11,1995-12-01,1998-05-25
82179,IART,INTEGRA LIFESCIENCES CORP,2830,3,11,1998-05-26,1999-05-17
82179,IART,INTEGRA LIFESCIENCES HLDNGS CORP,2830,3,11,1999-05-18,2006-09-14
82179,IART,INTEGRA LIFESCIENCES HLDNGS CORP,2836,3,11,2006-09-15,2024-12-31
82180,INBI,INDUSTRIAL BANCORP INC,6710,3,11,1995-08-01,1999-06-30
82180,INBI,INDUSTRIAL BANCORP INC,6030,3,11,1999-07-01,2001-06-29
82181,INLD,INLAND CASINO CORP,7990,3,11,1995-08-24,1998-01-22
82181,INLD,INLAND ENTERTAINMENT CORP,7990,3,11,1998-01-23,1999-12-19
82181,VCAT,VENTURE CATALYST INC,7990,3,11,1999-12-20,2000-07-31
82181,VCAT,VENTURE CATALYST INC,8742,3,11,2000-08-01,2001-08-14
82182,WCCC,WESTERN COML,6711,3,11,1984-04-30,1989-11-30
82182,VALY,VALLICORP HOLDINGS INC,6711,3,11,1989-12-01,1997-04-14
82183,JACC,JAYHAWK ACCEPTANCE CORP,6140,3,11,1995-08-01,1998-11-09
82184,KELL,KELLSTROM INDUSTRIES INC,5080,3,11,1995-08-18,2001-02-28
82184,KELL,KELLSTROM INDUSTRIES INC,3724,3,11,2001-03-01,2001-12-18
82185,KMAC,KUSHI MACROBIOTIC CORP,2090,3,11,1995-08-15,1996-09-29
82185,APHX,AMERICAN PHOENIX GROUP INC DEL,2090,3,11,1996-09-30,1997-03-17
82186,KYZN,KYZEN CORP,2840,3,11,1995-08-24,2000-02-01
82187,LBTYB,TELE COMMUNICATIONS INC NEW,4841,3,11,1995-08-11,1999-03-09
82188,LRCI,LEGAL RESEARCH CENTER INC,7380,3,11,1995-08-03,1997-10-29
82189,LVNTF,LIVENT INC,7920,3,12,1995-08-03,1998-08-07
82190,MAKO,MAKO MARINE INTERNATIONAL INC,3730,3,11,1995-08-23,1997-01-02
82191,MKIE,MACKIE DESIGNS INC,3650,3,11,1995-08-18,2002-06-30
82191,MKIE,MACKIE DESIGNS INC,3651,3,11,2002-07-01,2003-02-02
82191,MKIE,MACKIE DESIGNS INC,3663,3,11,2003-02-03,2003-02-06
82191,,MACKIE DESIGNS INC,3663,0,11,2003-02-07,2003-09-11
82191,,LOUD TECHNOLOGIES INC,3663,0,11,2003-09-12,2005-11-17
82191,,LOUD TECHNOLOGIES INC,3663,0,11,2005-11-18,2006-02-28
82191,LTEC,LOUD TECHNOLOGIES INC,3663,3,11,2006-03-01,2009-02-04
82191,,LOUD TECHNOLOGIES INC,3663,0,11,2009-02-05,2009-02-05
82191,LTEC,LOUD TECHNOLOGIES INC,3663,3,11,2009-02-06,2009-03-02
82192,MOOV,MOOVIES INC,7840,3,11,1995-08-04,1998-03-06
82193,MVSI,M V S I INC,3820,3,11,1995-08-17,1998-12-13
82193,SOCT,SOCRATES TECHNOLOGIES CORP,3820,3,11,1998-12-14,2000-06-29
82194,NHPI,N H P INC,6510,3,11,1995-08-15,1997-12-08
82195,NMFS,NATIONAL MEDICAL FINCL SVCS CORP,7370,3,11,1995-08-04,1998-02-09
82195,NMFS,NATIONAL MEDICAL FINCL SVCS CORP,7370,3,11,1998-02-10,1998-12-11
82196,NNEXF,NEWSCOPE RESOURCES LTD,1310,3,12,1995-08-25,1995-12-21
82196,DENRF,DENBURY RESOURCES INC,1310,3,12,1995-12-22,1996-10-16
82196,DENRF,DENBURY RESOURCES INC,1310,3,12,1996-10-17,1997-05-07
82196,DNR,DENBURY RESOURCES INC,1311,1,12,1997-05-08,1999-04-25
82196,DNR,DENBURY RESOURCES INC,1311,1,11,1999-04-26,2017-02-22
82196,DNR,DENBURY RESOURCES INC,1382,1,11,2017-02-23,2020-07-29
82198,NORPY,NORD PACIFIC LTD,1040,3,31,1995-08-07,1997-06-20
82199,NPSC,NEW PARADIGM SOFTWARE CORP,7370,3,11,1995-08-11,1997-03-03
82200,NSCP,NETSCAPE COMMUNICATIONS CORP,7370,3,11,1995-08-09,1999-03-17
82201,OCRX,ONCORX INC,2830,3,11,1995-08-14,1996-04-28
82201,VION,VION PHARMACEUTICALS INC,2830,3,11,1996-04-29,1999-06-30
82201,VION,VION PHARMACEUTICALS INC,8730,3,11,1999-07-01,2008-02-20
82201,VION,VION PHARMACEUTICALS INC,2836,3,11,2008-02-21,2008-08-14
82202,ONSI,ORION NETWORK SYSTEMS INC,3660,3,11,1995-08-01,1998-03-20
82203,,WESTERN CRUDE OIL INC,8999,3,10,1972-12-14,1973-04-25
82204,ONTC,ON TECHNOLOGY CORP,7370,3,11,1995-08-01,2004-02-13
82205,OSTC,OSTECH INC,5040,3,11,1995-08-02,1995-10-10
82205,NRLD,NORLAND MEDICAL SYSTEMS INC,5040,3,11,1995-10-11,1998-09-23
82206,OWEN,OWEN HEALTHCARE INC,8740,3,11,1995-08-03,1996-05-23
82206,OWN,OWEN HEALTHCARE INC,8741,1,11,1996-05-24,1997-03-18
82207,PMAT,PLASMA & MATERIAL TECHS INC,3670,3,11,1995-08-24,1997-03-30
82207,TRKN,TRIKON TECHNOLOGIES INC,3670,3,11,1997-03-31,1998-11-11
82207,,TRIKON TECHNOLOGIES INC,3670,0,11,1998-11-12,1999-12-22
82207,,TRIKON TECHNOLOGIES INC,3670,0,11,1999-12-23,2000-05-09
82207,TRKN,TRIKON TECHNOLOGIES INC,3679,3,11,2000-05-10,2005-12-01
82208,POLR,POLAR EXPRESS CORP,4210,3,11,1995-08-09,1995-12-21
82209,PRSW,PURE SOFTWARE INC,7370,3,11,1995-08-02,1996-08-26
82209,PASW,PURE ATRIA CORP,7370,3,11,1996-08-27,1997-07-30
82210,PUDG,PUDGIES CHICKEN INC,5820,3,11,1995-08-10,1997-07-09
82211,WDEPY,WESTERN DEEP LEVELS LTD,1041,3,30,1972-12-14,1998-06-26
82212,ROMC,ROMAC INTERNATIONAL INC,7360,3,11,1995-08-15,2000-01-30
82212,KFRC,ROMAC INTERNATIONAL INC,7360,3,11,2000-01-31,2000-05-15
82212,KFRC,KFORCE COM INC,7361,3,11,2000-05-16,2001-06-19
82212,KFRC,KFORCE INC,7361,3,11,2001-06-20,2024-05-19
82212,KFRC,KFORCE INC,7363,1,11,2024-05-20,2024-12-31
82213,RWTI,REDWOOD TRUST INC,6790,3,18,1995-08-04,1998-01-27
82213,RWT,REDWOOD TRUST INC,6798,1,18,1998-01-28,2024-12-31
82214,SFLX,SMARTFLEX SYSTEMS INC,7370,3,11,1995-08-01,1999-08-25
82215,SPAZ,SPATIALIZER AUDIO LABS INC,3690,3,11,1995-08-22,1999-01-03
82215,,SPATIALIZER AUDIO LABS INC,3690,0,11,1999-01-04,2008-12-16
82215,,SPATIALIZER AUDIO LABS INC,3690,0,11,2008-12-17,2015-05-25
82215,,AMERI HOLDINGS INC,3690,0,11,2015-05-26,2017-11-16
82215,AMRH,AMERI HOLDINGS INC,3674,3,11,2017-11-17,2019-11-24
82215,AMRH,AMERI HOLDINGS INC,3674,3,11,2019-11-25,2020-12-30
82215,ENVB,ENVERIC BIOSCIENCES INC,3674,3,11,2020-12-31,2022-07-14
82215,ENVB,ENVERIC BIOSCIENCES INC,3674,3,11,2022-07-15,2024-12-31
82216,TEMPA,SEQUANA THERAPEUTICS INC,8730,3,11,1995-08-01,1995-08-01
82216,SQNA,SEQUANA THERAPEUTICS INC,8730,3,11,1995-08-02,1998-01-08
82217,SSHI,SUNSTONE HOTEL INVESTORS INC,6798,3,18,1995-08-11,1996-07-22
82217,SSI,SUNSTONE HOTEL INVESTORS INC,6798,1,18,1996-07-23,1999-11-22
82218,SUMT,SUMMIT MEDICAL SYSTEMS INC,7370,3,11,1995-08-04,1999-01-31
82218,CRSC,CELERIS CORP,7370,3,11,1999-02-01,1999-07-29
82218,CRSC,CELERIS CORP,7370,3,11,1999-07-30,2000-07-31
82218,CRSC,CELERIS CORP,8731,3,11,2000-08-01,2001-05-21
82219,VLNTV,VIDEOLAN TECHNOLOGIES INC,3660,33,11,1995-08-11,1995-08-13
82219,VLNT,VIDEOLAN TECHNOLOGIES INC,3660,3,11,1995-08-14,1997-09-25
82219,VLNT,VIDEOLAN TECHNOLOGIES INC,3660,3,11,1997-09-26,1998-01-30
82220,TSBS,TRENTON SAVINGS BANK FSB NJ,6030,3,11,1995-08-03,1997-06-24
82220,TSBS,PEOPLES BANCORP DE,6030,3,11,1997-06-25,1999-06-30
82221,UACA,UNION ACCEPTANCE CORP,6140,3,11,1995-08-02,2002-02-20
82221,UACA,UNION ACCEPTANCE CORP,6140,3,11,2002-02-21,2002-11-11
82222,USAD,U S A DETERGENTS INC,2840,3,11,1995-08-08,2001-05-25
82223,USBR,U S BRIDGE OF NY INC,1700,3,11,1995-08-09,1998-01-25
82223,USBR,U S A BRIDGE CONST OF NY INC,1700,3,11,1998-01-26,1998-12-01
82224,USTC,U S TRUST CORP NEW,6099,3,11,1995-09-07,1999-04-22
82224,UTC,U S TRUST CORP NEW,6021,1,11,1999-04-23,2000-05-31
82225,VETS,PET PRACTICE INC,740,3,11,1995-08-01,1996-07-19
82226,VMAX,VICTORMAXX TECHNOLOGIES INC,3570,3,11,1995-08-10,1996-10-23
82227,VNTV,VANTIVE CORP,7370,3,11,1995-08-15,1999-12-30
82228,WFSI,W F S FINANCIAL INC,6140,3,11,1995-08-09,2006-02-28
82229,WNUT,WALNUT FINANCIAL SERVICES INC,6190,3,11,1995-08-22,1999-01-21
82229,WNUT,WALNUT FINANCIAL SERVICES INC,6190,3,11,1999-01-22,1999-06-30
82229,WNUT,WALNUT FINANCIAL SERVICES INC,6720,3,11,1999-07-01,1999-11-01
82229,THCG,T H C G INC,6720,3,11,1999-11-02,2001-06-12
82230,WEDE,WESTERN DEVELOPMENT CORP CO,0,3,10,1981-09-08,1983-10-31
82231,ZANA,ZANART ENTERTAINMENT INC,2750,3,11,1995-08-15,1996-09-10
82231,CNU,ZANART ENTERTAINMENT INC,7929,2,11,1996-09-11,1996-10-20
82231,CNU,CONTINUCARE CORP,7929,2,11,1996-10-21,1998-05-31
82231,CNU,CONTINUCARE CORP,8082,2,11,1998-06-01,2010-10-31
82231,CNU,CONTINUCARE CORP,8082,1,11,2010-11-01,2011-06-09
82231,CNU,CONTINUCARE CORP,8093,1,11,2011-06-10,2011-10-04
82232,PCZ,PETRO CANADA,2911,1,12,1995-09-13,2009-07-31
82233,AOG,ALBERTA ENERGY CO LTD,1311,1,12,1995-09-21,2002-04-05
82234,BTN,BALLANTYNE OMAHA INC,3861,2,11,1995-09-07,1997-12-04
82234,BTN,BALLANTYNE OMAHA INC,3861,1,11,1997-12-05,2000-12-14
82234,,BALLANTYNE OMAHA INC,3861,0,11,2000-12-15,2004-09-23
82234,BTN,BALLANTYNE OMAHA INC,3861,2,11,2004-09-24,2009-06-03
82234,BTN,BALLANTYNE STRONG INC,3861,2,11,2009-06-04,2022-12-26
82234,FGH,F G GROUP HOLDINGS INC,3861,2,11,2022-12-27,2024-02-29
82235,MEH,MIDWEST EXPRESS HOLDINGS INC,6719,1,11,1995-09-22,2001-08-23
82235,MEH,MIDWEST EXPRESS HOLDINGS INC,4512,1,11,2001-08-24,2004-01-01
82235,MEH,MIDWEST AIR GROUP INC,4512,1,11,2004-01-02,2005-09-22
82235,MEH,MIDWEST AIR GROUP INC,4512,2,11,2005-09-23,2008-01-31
82236,PAH,PATRIOT AMERICAN HOSP INC VA,6798,1,18,1995-09-27,1997-07-01
