permno,ticker,comnam,siccd,exchcd,shrcd,namedt,nameendt
24149,MGOV,FIRST TRUST E T F IV,6726,4,73,2023-08-03,2024-12-31
24150,NDIA,GLOBAL X FUNDS,6726,4,73,2023-08-18,2024-12-31
24151,BRAZ,GLOBAL X FUNDS,6726,4,73,2023-08-18,2024-12-31
24152,FCFY,FIRST TRUST EXCHANGE TRADED FUND,6726,4,73,2023-08-24,2024-12-31
24153,AHLT,AMERICAN BEACON SELECT FUNDS,6726,4,73,2023-08-31,2024-12-31
24154,MAGG,MADISON E T F S TRUST,6726,4,73,2023-08-29,2024-12-31
24155,DIVL,MADISON E T F S TRUST,6726,4,73,2023-08-15,2024-12-31
24156,USSE,SEGALL BRYANT & HAMILL TRUST,6726,4,73,2023-08-30,2024-12-31
24157,FTWO,E A SERIES TRUST,6726,4,73,2023-08-31,2024-01-08
24157,FTWO,E A SERIES TRUST,6726,1,73,2024-01-09,2024-12-31
24158,XOMO,TIDAL TRUST II,6726,4,73,2023-08-31,2024-12-31
24159,BOWN,BOWEN ACQUISITION CORP,9999,3,12,2023-08-17,2024-12-31
24160,BUJA,BUKIT JALIL GLOBAL ACQ 1 LTD,9999,3,12,2023-08-21,2024-12-31
24161,ABLV,ABLE VIEW GLOBAL INC,9999,3,12,2023-08-18,2024-12-31
24162,FTEL,FITELL CORP,9999,3,12,2023-08-08,2024-12-31
24163,NCNC,NOCO NOCO INC,9999,3,12,2023-08-28,2024-11-22
24164,VFS,VINFAST AUTO LTD,9999,3,12,2023-08-15,2024-12-31
24165,CVRD,MADISON E T F S TRUST,6726,4,73,2023-08-22,2024-12-31
24166,CAML,PROFESSIONALLY MANAGED PORTFOLIO,6726,4,73,2023-08-22,2024-12-31
24167,CSMD,PROFESSIONALLY MANAGED PORTFOLIO,6726,4,73,2023-08-22,2024-12-31
24168,,CENTRAL RR CO N J,4000,1,10,1949-10-05,1955-09-30
24169,CCAT,COAST CATAMARAN CORP,3732,3,10,1972-12-14,1976-06-03
24171,KVYO,KLAVIYO INC,7374,1,11,2023-09-20,2024-12-31
24172,SGD,SAFE & GREEN DEVELOPMENT CORP,9999,3,11,2023-09-28,2024-10-07
24172,SGD,SAFE & GREEN DEVELOPMENT CORP,9999,3,11,2024-10-08,2024-12-31
24173,VSTS,VESTIS CORP,5199,1,11,2023-10-02,2024-12-31
24174,VLTO,VERALTO CORP,5812,1,11,2023-10-02,2024-06-23
24174,VLTO,VERALTO CORP,3825,1,11,2024-06-24,2024-12-31
24175,KLG,W K KELLOGG CO,2043,1,11,2023-10-02,2024-12-31
24176,,PARAMOUNT PICTURES CORP,7810,31,10,1949-04-13,1950-01-04
24176,,PARAMOUNT PICTURES CORP,7810,1,10,1950-01-05,1962-07-01
24176,PXN,PARAMOUNT PICTURES CORP,7813,1,10,1962-07-02,1966-10-19
24177,CFSF,COAST FEDERAL SVGS & LN ASSN,6711,3,11,1983-10-26,1986-03-31
24177,CFSF,COAST FEDERAL SVGS & LN ASSN,6120,3,11,1986-04-01,1988-02-29
24177,CFSF,COAST FEDERAL SVGS & LN ASSN,6030,3,11,1988-03-01,1989-10-31
24178,LRGC,A B ACTIVE ETFS INC,6726,4,73,2023-09-20,2024-12-31
24179,SEPW,A I M E T F PRODUCTS TRUST,6726,4,73,2023-09-01,2024-12-31
24180,SEPT,A I M E T F PRODUCTS TRUST,6726,4,73,2023-09-01,2024-12-31
24181,AVLC,AMERICAN CENTURY E T F TRUST,6726,4,73,2023-09-28,2024-12-31
24182,ARMN,ARIS MINING CORP,1081,2,12,2023-09-14,2024-12-31
24183,BALI,BLACKROCK E T F TRUST,6726,5,73,2023-09-28,2024-12-31
24184,,NIAGARA MOHAWK POWER CORP,4910,1,11,1950-01-23,1962-07-01
24184,NMK,NIAGARA MOHAWK POWER CORP,4911,1,11,1962-07-02,1968-01-01
24184,NMK,NIAGARA MOHAWK POWER CORP,4911,1,11,1968-01-02,1999-03-18
24184,NMK,NIAGARA MOHAWK HOLDINGS INC,4911,1,11,1999-03-19,2001-08-23
24184,NMK,NIAGARA MOHAWK HOLDINGS INC,4931,1,11,2001-08-24,2002-01-31
24185,CMFG,COAST MANUFACTURING INC,3161,3,10,1979-11-29,1985-10-02
24185,,COAST MANUFACTURING INC,3161,0,10,1985-10-03,1986-05-01
24185,CMFG,COAST MANUFACTURING INC,3161,3,10,1986-05-02,1987-03-24
24186,HYSA,BONDBLOXX ETF TRUST,6726,4,73,2023-09-18,2024-12-31
24187,CGCB,CAPITAL GROUP FIXED INC ETF TR,6726,4,73,2023-09-28,2024-12-31
24188,CGSM,CAPITAL GROUP FIXED INC ETF TR,6726,4,73,2023-09-28,2024-12-31
24189,CGBL,CAPITAL GR CORE BALANCED E T F,6726,4,73,2023-09-28,2024-12-31
24190,CGDG,CAPITAL GROUP DIV GROWERS E T F,6726,4,73,2023-09-28,2024-12-31
24191,CGIE,CAPITAL GROUP INTL EQUITY E T F,6726,4,73,2023-09-28,2024-12-31
24192,,PUBLIC SVC CO IND INC,4910,1,11,1950-01-24,1962-07-01
24192,PIN,PUBLIC SVC CO IND INC,4911,1,11,1962-07-02,1968-01-01
24192,PIN,PUBLIC SVC CO IND INC,4911,1,11,1968-01-02,1988-06-01
24192,PIN,P S I HOLDINGS INC,4911,1,11,1988-06-02,1990-04-22
24192,PIN,P S I RESOURCES INC,4911,1,11,1990-04-23,1994-10-24
24193,CRVI,COAST R V INC,5012,3,11,1983-12-13,1987-05-14
24193,CRV,COAST R V INC,5013,2,11,1987-05-15,1988-05-31
24193,CRV,COAST DISTRIBUTION SYSTEM,5091,2,11,1988-06-01,1998-05-03
24193,CRV,COAST DISTRIBUTION SYSTEM INC,5013,2,11,1998-05-04,2001-01-31
24193,CRV,COAST DISTRIBUTION SYSTEM INC,5091,2,11,2001-02-01,2006-06-29
24193,CRV,COAST DISTRIBUTION SYSTEM INC,5012,2,11,2006-06-30,2011-06-09
24194,DUSB,DIMENSIONAL E T F TRUST,6726,4,73,2023-09-27,2024-12-31
24195,DFAW,DIMENSIONAL E T F TRUST,6726,4,73,2023-09-27,2024-12-31
24196,DCOR,DIMENSIONAL E T F TRUST,6726,4,73,2023-09-13,2024-12-31
24197,BGIG,E T F SERIES SOLUTIONS,6726,4,73,2023-09-15,2024-12-31
24198,XISE,FIRST TRUST E T F VIII,6726,5,73,2023-09-18,2024-12-31
24199,GSEP,FIRST TRUST E T F VIII,6726,5,73,2023-09-18,2024-12-31
24200,SHLD,GLOBAL X FUNDS,6726,4,73,2023-09-13,2024-12-31
24201,GFR,GREENFIRE RESOURCES LTD,7389,1,12,2023-09-21,2024-06-20
24201,GFR,GREENFIRE RESOURCES LTD,6799,1,12,2024-06-21,2024-12-31
24202,MAPP,HARBOR E T F TRUST,6726,4,73,2023-09-14,2024-12-31
24203,ISEP,INNOVATOR E T F S TRUST,6726,4,73,2023-09-01,2024-12-31
24204,IBIA,ISHARES TRUST,6726,4,73,2023-09-15,2024-10-15
24205,,FLORIDA POWER & LIGHT CO,4910,1,11,1950-02-15,1962-07-01
24205,FPL,FLORIDA POWER & LIGHT CO,4911,1,11,1962-07-02,1968-01-01
24205,FPL,FLORIDA POWER & LIGHT CO,4911,1,11,1968-01-02,1984-12-11
24205,FPL,F P L GROUP INC,4911,1,11,1984-12-12,2010-06-02
24205,FPL,NEXTERA ENERGY INC,4911,1,11,2010-06-03,2010-06-22
24205,NEE,NEXTERA ENERGY INC,4911,1,11,2010-06-23,2024-12-31
24206,COAS,COASTAL DYNAMICS CORP,3613,3,10,1972-12-14,1973-08-02
24207,IBIB,ISHARES TRUST,6726,4,73,2023-09-15,2024-12-31
24208,IBIC,ISHARES TRUST,6726,4,73,2023-09-15,2024-12-31
24209,IBID,ISHARES TRUST,6726,4,73,2023-09-15,2024-12-31
24210,IBIE,ISHARES TRUST,6726,4,73,2023-09-15,2024-12-31
24211,IBIF,ISHARES TRUST,6726,4,73,2023-09-21,2024-12-31
24212,IBIJ,ISHARES TRUST,6726,4,73,2023-09-21,2024-12-31
24213,,MCCORD CORP,3710,1,10,1950-02-27,1962-07-01
24213,MCR,MCCORD CORP,3714,1,10,1962-07-02,1968-01-01
24213,MCR,MCCORD CORP,3714,1,10,1968-01-02,1978-01-27
24214,CTSL,COASTAL INDUSTRIES INC OH,4212,3,10,1973-03-21,1982-01-22
24215,IBII,ISHARES TRUST,6726,4,73,2023-09-21,2024-12-31
24216,IBIH,ISHARES TRUST,6726,4,73,2023-09-21,2024-12-31
24217,IBIG,ISHARES TRUST,6726,4,73,2023-09-21,2024-12-31
24218,HELO,J P MORGAN E T F TRUST,6726,4,73,2023-09-29,2024-12-31
24219,KLXY,KRANESHARES TRUST,6726,4,73,2023-09-07,2024-12-31
24220,KSEA,KRANESHARES TRUST,6726,4,73,2023-09-12,2024-12-31
24221,,CONSOLIDATED GAS ELEC LT & PWR,4930,1,11,1950-03-29,1955-04-03
24221,,BALTIMORE GAS & ELECTRIC CO,4930,1,11,1955-04-04,1962-07-01
24221,BGE,BALTIMORE GAS & ELECTRIC CO,4931,1,11,1962-07-02,1968-01-01
24221,BGE,BALTIMORE GAS & ELECTRIC CO,4931,1,11,1968-01-02,1999-05-02
24221,CEG,CONSTELLATION ENERGY GROUP INC,4931,1,11,1999-05-03,2011-06-09
24221,CEG,CONSTELLATION ENERGY GROUP INC,4911,1,11,2011-06-10,2012-03-12
24222,LNGG,LISTED FUNDS TRUST,6726,4,73,2023-09-22,2024-11-27
24223,MSTI,MADISON E T F S TRUST,6726,4,73,2023-09-06,2024-12-31
24224,ASIA,MATTHEWS INTERNATIONAL FUNDS,6726,4,73,2023-09-22,2024-12-31
24225,ADVE,MATTHEWS INTERNATIONAL FUNDS,6726,4,73,2023-09-22,2024-12-31
24226,JPAN,MATTHEWS INTERNATIONAL FUNDS,6726,4,73,2023-09-22,2024-12-31
24227,INDE,MATTHEWS INTERNATIONAL FUNDS,6726,4,73,2023-09-22,2024-12-31
24228,EMSF,MATTHEWS INTERNATIONAL FUNDS,6726,4,73,2023-09-22,2024-12-31
24229,BAMD,NORTHERN LIGHTS FUND TR IV,6726,5,73,2023-09-28,2024-12-31
24230,BAMG,NORTHERN LIGHTS FUND TR IV,6726,5,73,2023-09-27,2024-12-31
24231,BAMV,NORTHERN LIGHTS FUND TR IV,6726,5,73,2023-09-27,2024-12-31
24232,BAMB,NORTHERN LIGHTS FUND TR IV,6726,5,73,2023-09-27,2024-12-31
24233,BAMY,NORTHERN LIGHTS FUND TR IV,6726,5,73,2023-09-28,2024-12-31
24234,BAMO,NORTHERN LIGHTS FUND TR IV,6726,5,73,2023-09-28,2024-12-31
24235,BAMA,NORTHERN LIGHTS FUND TR IV,6726,5,73,2023-09-28,2024-12-31
24236,BAMU,NORTHERN LIGHTS FUND TR IV,6726,5,73,2023-09-27,2024-12-31
24237,GGM,NORTHERN LIGHTS FUND TR II,6726,4,73,2023-09-26,2024-12-31
24238,SPDG,SPDR SERIES TRUST,6726,4,73,2023-09-12,2024-12-31
24239,JPMO,TIDAL TRUST II,6726,4,73,2023-09-12,2024-12-31
24240,PYPY,TIDAL TRUST II,6726,4,73,2023-09-26,2024-12-31
24241,AMDY,TIDAL TRUST II,6726,4,73,2023-09-19,2024-12-31
24242,LGLZ,TIDAL E T F TRUST,6726,5,73,2023-09-19,2024-03-28
24243,RSST,TIDAL TRUST II,6726,5,73,2023-09-06,2024-12-31
24244,JEPY,TIDAL TRUST II,6726,4,73,2023-09-19,2024-07-31
24244,JEPY,TIDAL TRUST II,6726,4,73,2024-08-01,2024-09-25
24244,WDTE,TIDAL TRUST II,6726,4,73,2024-09-26,2024-12-31
24245,DESK,VANECK E T F TRUST,6726,4,73,2023-09-21,2024-12-31
24246,HYAC,HAYMAKER ACQUISITION CORP 4,7389,1,12,2023-09-15,2024-12-31
24247,MI,N F T LTD,3841,2,12,2023-09-18,2024-04-11
24247,MI,N F T LTD,3841,2,12,2024-04-12,2024-12-31
24248,,MINNESOTA POWER & LIGHT CO,4910,1,11,1950-03-06,1962-07-01
24248,MPL,MINNESOTA POWER & LIGHT CO,4911,1,11,1962-07-02,1968-01-01
24248,MPL,MINNESOTA POWER & LIGHT CO,4911,1,11,1968-01-02,1998-05-26
24248,MPL,MINNESOTA POWER INC,4911,1,11,1998-05-27,1999-01-03
24248,MPL,MINNESOTA POWER INC,4931,1,11,1999-01-04,2000-08-31
24248,ALE,ALLETE,4931,1,11,2000-09-01,2001-05-28
24248,ALE,ALLETE INC,4931,1,11,2001-05-29,2004-09-20
24248,ALE,ALLETE INC,4931,1,11,2004-09-21,2024-12-31
24249,CSBKA,COAST SAVINGS BANK PORTLAND ME,6711,3,10,1984-07-03,1986-03-31
24249,CSBKA,COAST SAVINGS BANK PORTLAND ME,6030,3,10,1986-04-01,1986-10-26
24249,CSBK,COASTAL BANCORP ME,6030,3,10,1986-10-27,1987-03-31
24249,CSBK,COASTAL BANCORP ME,6020,3,10,1987-04-01,1987-04-01
24250,ABAT,AMERICAN BATTERY TECHNOLOGY CO,9999,3,11,2023-09-21,2024-12-31
24251,ANL,ADLAI NORTYE LTD,9999,3,31,2023-09-29,2024-12-31
24252,ARM,A R M HOLDINGS PLC,9999,3,31,2023-09-14,2024-12-31
24253,BSCX,INVESCO ET SELF INDEX FD TR,6726,3,73,2023-09-20,2024-12-31
24254,BSJV,INVESCO ET SELF INDEX FD TR,6726,3,73,2023-09-20,2024-12-31
24255,BSSX,INVESCO ET SELF INDEX FD TR,6726,3,73,2023-09-20,2024-12-31
24256,,MONTANA POWER CO,4930,1,11,1950-03-06,1962-07-01
24256,,MONTANA POWER CO,4930,0,11,1962-07-02,1962-07-02
24256,MTP,MONTANA POWER CO,4911,1,11,1962-07-03,1968-01-01
24256,MTP,MONTANA POWER CO,4911,1,11,1968-01-02,1978-07-02
24256,MTP,MONTANA POWER CO,4939,1,11,1978-07-03,1999-01-03
24256,MTP,MONTANA POWER CO,4931,1,11,1999-01-04,2002-02-13
24256,TAA,TOUCH AMERICA HOLDINGS INC,4931,1,11,2002-02-14,2003-03-26
24257,CSTA,COASTAL STATES CORP,6711,3,10,1972-12-14,1978-03-10
24258,CART,MAPLEBEAR INC,9999,3,11,2023-09-19,2024-12-31
24259,CCG,CHECHE GROUP INC,9999,3,12,2023-09-18,2024-12-31
24260,COWS,AMPLIFY ETF TRUST,6726,3,73,2023-09-13,2024-12-31
24261,DTCK,DAVIS COMMODITIES LTD,9999,3,12,2023-09-19,2024-12-31
24262,FDIV,E A SERIES TRUST,6726,3,73,2023-09-20,2024-12-31
24263,FTLF,FITLIFE BRANDS INC,9999,3,11,2023-09-18,2024-12-31
24264,,ALUMINUM LTD,3350,1,12,1950-05-31,1962-07-01
24264,AL,ALUMINUM LTD,3361,1,12,1962-07-02,1966-04-28
24264,AL,ALCAN ALUMINUM LTD,3361,1,12,1966-04-29,1968-01-01
24264,AL,ALCAN ALUMINUM LTD,3361,1,12,1968-01-02,1998-08-02
24264,AL,ALCAN ALUMINUM LTD,3334,1,12,1998-08-03,2001-02-28
24264,AL,ALCAN INC,3334,1,12,2001-03-01,2007-11-14
24265,CLFL,COASTLAND CORP FL,0,3,10,1979-06-11,1982-10-21
24265,CLFL,COASTLAND CORP FL,174,3,10,1982-10-22,1985-01-16
24265,,COASTLAND CORP FL,174,0,10,1985-01-17,1985-06-04
24265,CLFL,COASTLAND CORP FL,174,3,10,1985-06-05,1986-03-31
24265,CLFL,COASTLAND CORP FL,6550,3,11,1986-04-01,1993-11-29
24265,CLFL,COASTLAND CORP FL,6550,3,11,1993-11-30,1994-05-11
24266,HCOW,AMPLIFY ETF TRUST,6726,3,73,2023-09-20,2024-12-31
24267,JGLO,J P MORGAN E T F TRUST,6726,3,73,2023-09-14,2024-12-31
24268,JIVE,J P MORGAN E T F TRUST,6726,3,73,2023-09-14,2024-12-31
24269,KVAC,KEEN VISION ACQUISITION CORP,9999,3,12,2023-09-15,2024-12-31
24270,LRE,LEAD REAL ESTATE CO LTD,9999,3,31,2023-09-27,2024-12-31
24271,MDBH,MDB CAPITAL HOLDINGS LLC,9999,3,11,2023-09-21,2024-12-31
24272,,ASHLAND OIL & REFNG CO,2910,1,11,1950-05-08,1962-07-01
24272,ASH,ASHLAND OIL & REFNG CO,2911,1,11,1962-07-02,1968-01-01
24272,ASH,ASHLAND OIL & REFNG CO,2911,1,11,1968-01-02,1970-02-01
24272,ASH,ASHLAND OIL INC,2911,1,11,1970-02-02,1995-01-29
24272,ASH,ASHLAND INC,1311,1,11,1995-01-30,1998-08-31
24272,ASH,ASHLAND INC,2911,1,11,1998-09-01,2004-02-16
24272,ASH,ASHLAND INC,5169,1,11,2004-02-17,2005-05-12
24272,ASH,ASHLAND INC,900,1,11,2005-05-13,2005-06-30
24272,ASH,ASHLAND INC NEW,900,1,11,2005-07-01,2005-08-09
24272,ASH,ASHLAND INC NEW,2911,1,11,2005-08-10,2006-05-24
24272,ASH,ASHLAND INC NEW,5169,1,11,2006-05-25,2006-06-29
24272,ASH,ASHLAND INC NEW,5162,1,11,2006-06-30,2012-08-12
24272,ASH,ASHLAND INC NEW,2819,1,11,2012-08-13,2014-01-29
24272,ASH,ASHLAND INC NEW,2899,1,11,2014-01-30,2016-09-19
24272,ASH,ASHLAND GLOBAL HOLDINGS INC,2899,1,11,2016-09-20,2019-08-12
24272,ASH,ASHLAND GLOBAL HOLDINGS INC,5169,1,11,2019-08-13,2022-07-31
24272,ASH,ASHLAND INC 2022,5169,1,11,2022-08-01,2024-12-31
24273,RAGS,COATED SALES INC,2211,3,10,1984-07-31,1986-03-31
24273,RAGS,COATED SALES INC,5130,3,10,1986-04-01,1987-06-30
24273,RAGS,COATED SALES INC,2230,3,10,1987-07-01,1989-03-15
24274,NETD,NABORS ENERGY TRANSITION CORP II,9999,3,12,2023-09-05,2024-12-31
24275,NMRA,NEUMORA THERAPEUTICS INC,9999,3,11,2023-09-15,2024-12-31
24276,NVDD,DIREXION SHARES E T F TRUST,6726,3,73,2023-09-13,2024-12-31
24277,NVDU,DIREXION SHARES E T F TRUST,6726,3,73,2023-09-13,2024-12-31
24278,NWGL,NATURE WOOD GROUP LTD,9999,3,31,2023-09-12,2024-12-31
24279,PODC,COURTSIDE GROUP INC,9999,3,11,2023-09-08,2023-09-26
24279,PODC,PODCASTONE INC,9999,3,11,2023-09-27,2024-12-31
24280,,CAREY PHILIP MFG CO,3270,1,10,1950-05-01,1962-07-01
24280,CAY,CAREY PHILIP MFG CO,3269,1,10,1962-07-02,1967-06-01
24281,CBCO,COBANCO INC,6711,3,10,1984-04-18,1984-05-10
24281,,COBANCO INC,6711,0,10,1984-05-11,1985-04-16
24281,CBCO,COBANCO INC,6711,3,10,1985-04-17,1987-05-18
24282,QQQY,TIDAL TRUST II,6726,3,73,2023-09-14,2024-07-31
24282,QQQY,TIDAL TRUST II,6726,3,73,2024-08-01,2024-12-31
24283,RYZB,RAYZEBIO INC,9999,3,11,2023-09-15,2024-02-23
24284,SMRI,E A SERIES TRUST,6726,3,73,2023-09-14,2024-12-31
24285,SPPL,SIMPPLE LTD,9999,3,12,2023-09-13,2024-12-31
24286,SRBK,SR BANCORP INC,9999,3,11,2023-09-20,2024-12-31
24287,SWIN,SOLOWIN HOLDINGS,9999,3,12,2023-09-07,2024-12-23
24287,SWIN,SOLOWIN HOLDINGS,9999,3,12,2024-12-24,2024-12-31
24288,SYRA,SYRA HEALTH CORP,9999,3,11,2023-09-29,2024-12-31
24289,TMET,ISHARES U S ETF TRUST,6726,3,73,2023-09-28,2024-12-31
24290,TURB,TURBO ENERGY S A,9999,3,31,2023-09-22,2024-12-31
24291,VSME,VS MEDIA HOLDINGS LTD,9999,3,12,2023-09-28,2024-06-17
24291,VSME,VS MEDIA HOLDINGS LTD,9999,3,12,2024-06-18,2024-12-31
24292,WABF,FRANKLIN TEMPLETON E T F TRUST,6726,3,73,2023-09-21,2024-12-31
24293,XFIX,R B B FUND INC,6726,3,73,2023-09-06,2024-12-31
24294,CRH,C R H PLC NEW,3241,1,12,2023-09-25,2024-06-27
24294,CRH,C R H PLC NEW,6799,1,12,2024-06-28,2024-12-31
24295,AU,ANGLOGOLD ASHANTI PLC,1044,1,12,2023-09-25,2024-12-31
24296,NATL,N C R ATLEOS CORP,3578,1,11,2023-10-17,2024-12-31
24297,GOCT,FIRST TRUST E T F VIII,6726,5,73,2023-10-23,2024-12-31
24298,NLOP,NET LEASE OFFICE PROPERTIES,6798,1,48,2023-11-02,2024-12-31
24299,,SOUTHERN INDIANA GAS & ELEC CO,4910,1,11,1950-05-08,1962-07-01
24299,SIG,SOUTHERN INDIANA GAS & ELEC CO,4931,1,11,1962-07-02,1968-01-01
24299,SIG,SOUTHERN INDIANA GAS & ELEC CO,4931,1,11,1968-01-02,1996-01-01
24299,SIG,SIGCORP INC,4931,1,11,1996-01-02,2000-03-31
24300,COBB,COBB NUCLEAR CORP,0,3,11,1977-08-17,1981-01-01
24300,COBB,COBB RESOURCES CORP,1031,3,11,1981-01-02,1986-03-31
24300,COBB,COBB RESOURCES CORP,1380,3,11,1986-04-01,1992-06-08
24301,,ATLANTIC CITY ELEC CO,4910,1,11,1950-06-12,1962-07-01
24301,ATE,ATLANTIC CITY ELEC CO,4911,1,11,1962-07-02,1968-01-01
24301,ATE,ATLANTIC CITY ELEC CO,4911,1,11,1968-01-02,1987-11-01
24301,ATE,ATLANTIC ENERGY INC N J,4911,1,11,1987-11-02,1998-02-27
24302,COBE,COBE LABS INC,3841,3,11,1972-12-14,1990-06-19
24328,,EQUITABLE GAS CO,4920,1,11,1950-06-05,1962-07-01
24328,EQT,EQUITABLE GAS CO,4924,1,11,1962-07-02,1968-01-01
24328,EQT,EQUITABLE GAS CO,4924,1,11,1968-01-02,1984-09-30
24328,EQT,EQUITABLE RESOURCES INC,4924,1,11,1984-10-01,1998-09-30
24328,EQT,EQUITABLE RESOURCES INC,4923,1,11,1998-10-01,2009-02-08
24328,EQT,E Q T CORP,4923,1,11,2009-02-09,2016-12-21
24328,EQT,E Q T CORP,1382,1,11,2016-12-22,2017-07-12
24328,EQT,E Q T CORP,1311,1,11,2017-07-13,2024-12-31
24329,COBO,COBURN OPTICAL INDS INC,3851,3,10,1972-12-14,1975-09-04
24336,,SCOVILL MFG CO,3350,1,10,1950-06-05,1962-07-01
24336,SCO,SCOVILL MANUFACTURING CO,3634,1,10,1962-07-02,1968-01-01
24336,SCO,SCOVILL MANUFACTURING CO,3634,1,10,1968-01-02,1979-07-05
24336,SCO,SCOVILL INC,3634,1,10,1979-07-06,1985-08-15
24344,,INTERNATIONAL PACKERS LTD,2010,1,11,1950-07-21,1962-07-01
24344,IPK,INTERNATIONAL PACKERS LTD,6211,1,11,1962-07-02,1968-06-30
24344,IPL,I P L INC,6211,1,11,1968-07-01,1969-03-11
24344,DTL,DELTEC INTERNATIONAL LTD CDA,6211,1,12,1969-03-12,1973-09-30
24344,DTL,DELTEC INTERNATIONAL LTD ENG,6211,1,12,1973-10-01,1980-08-29
24352,,IOWA POWER & LIGHT CO,4930,1,11,1950-07-13,1962-07-01
24352,IOP,IOWA POWER & LIGHT CO,4911,1,11,1962-07-02,1968-01-01
24352,IOP,IOWA POWER & LIGHT CO,4911,1,11,1968-01-02,1978-04-02
24352,IOP,IOWA POWER & LIGHT CO,4931,1,11,1978-04-03,1979-10-31
24352,IOR,IOWA RESOURCES INC,4931,1,11,1979-11-01,1990-11-07
24360,,LONG ISLAND LTG CO,4910,31,11,1950-07-26,1950-10-25
24360,,LONG ISLAND LTG CO,4910,1,11,1950-10-26,1962-07-01
24360,LLT,LONG ISLAND LTG CO,4931,1,11,1962-07-02,1968-01-01
24360,LLT,LONG ISLAND LTG CO,4931,1,11,1968-01-02,1969-09-30
24360,LIL,LONG ISLAND LTG CO,4931,1,11,1969-10-01,1998-05-31
24360,MN,MARKETSPAN CORP,4931,1,11,1998-06-01,1998-10-19
24360,KSE,KEYSPAN ENERGY,4931,1,11,1998-10-20,1999-06-15
24360,KSE,KEYSPAN CORP,4931,1,11,1999-06-16,2001-02-28
24360,KSE,KEYSPAN CORP,4911,1,11,2001-03-01,2004-02-19
24360,KSE,KEYSPAN CORP,4924,1,11,2004-02-20,2007-08-24
24378,AMAM,AMBRX BIOPHARMA INC DE,9999,3,11,2023-10-12,2024-03-06
24379,,ROCHESTER GAS & ELEC CORP,4930,1,11,1950-07-03,1962-07-01
24379,RGS,ROCHESTER GAS & ELEC CORP,4931,1,11,1962-07-02,1968-01-01
24379,RGS,ROCHESTER GAS & ELEC CORP,4931,1,11,1968-01-02,1999-08-01
24379,RGS,R G S ENERGY GROUP INC,4931,1,11,1999-08-02,2002-06-28
24380,VWI,ADVISOR MANAGED PORTFOLIOS,6726,4,73,2023-10-05,2024-11-21
24381,SHDG,ADVISOR MANAGED PORTFOLIOS,6726,5,73,2023-10-02,2024-12-31
24382,AETH,BITWISE FUNDS TRUST,6726,4,73,2023-10-02,2024-12-31
24383,BTOP,BITWISE FUNDS TRUST,6726,4,73,2023-10-02,2024-12-31
24384,CVRT,CALAMOS E T F TRUST,6726,4,73,2023-10-04,2024-12-31
24385,SOVF,ELEVATION SERIES TRUST,6726,4,73,2023-10-03,2024-12-31
24386,BHYB,D B X ETF TRUST,6726,5,73,2023-10-27,2024-12-31
24387,,SHELLER MFG CORP,3710,1,10,1950-07-24,1962-07-01
24387,SHL,SHELLER MFG CORP,3714,1,10,1962-07-02,1966-12-30
24388,CFUR,COCHRANE FURNITURE INC,2511,3,10,1972-12-14,1987-07-22
24389,NVDQ,E T F OPPORTUNITIES TRUST,6726,5,73,2023-10-19,2024-07-15
24389,NVDQ,E T F OPPORTUNITIES TRUST,6726,5,73,2024-07-16,2024-12-31
24390,NVDX,E T F OPPORTUNITIES TRUST,6726,5,73,2023-10-19,2024-12-31
24391,FTHF,FIRST TRUST E T F II,6726,4,73,2023-10-31,2024-12-31
24392,XOCT,FIRST TRUST E T F VIII,6726,5,73,2023-10-23,2024-12-31
24393,BUFZ,FIRST TRUST E T F VIII,6726,5,73,2023-10-26,2024-12-31
24394,XFLX,FUNDX INVESTMENT TRUST,6726,4,73,2023-10-09,2024-12-31
24395,,STANDARD GAS & ELEC CO,4930,1,10,1950-07-10,1961-07-28
24396,XRLX,FUNDX INVESTMENT TRUST,6726,4,73,2023-10-09,2024-12-31
24397,GSC,GOLDMAN SACHS E T F TRUST,6726,4,73,2023-10-05,2024-12-31
24398,QUVU,HARTFORD FUNDS E T TRUST,6726,5,73,2023-10-16,2024-12-31
24399,LOCT,INNOVATOR E T F S TRUST,6726,5,73,2023-10-02,2024-12-31
24400,ZALT,INNOVATOR E T F S TRUST,6726,5,73,2023-10-02,2024-12-31
24401,HOCT,INNOVATOR E T F S TRUST,6726,5,73,2023-10-02,2024-12-31
24402,EALT,INNOVATOR E T F S TRUST,6726,5,73,2023-10-02,2024-12-31
24403,OCTQ,INNOVATOR E T F S TRUST,6726,5,73,2023-10-02,2024-12-31
24404,OCTJ,INNOVATOR E T F S TRUST,6726,5,73,2023-10-02,2024-12-31
24405,OCTD,INNOVATOR E T F S TRUST,6726,5,73,2023-10-02,2024-12-31
24406,OCTH,INNOVATOR E T F S TRUST,6726,5,73,2023-10-02,2024-12-31
24407,ITDI,ISHARES TRUST,6726,4,73,2023-10-19,2024-12-31
24408,,AMERICAN METAL PRODS CO,3490,1,10,1950-08-16,1962-07-01
24408,APS,AMERICAN METAL PRODS CO,3490,1,10,1962-07-02,1966-11-15
24409,CRCD,CODERCARD INC,7372,3,10,1984-03-02,1987-12-21
24409,,CODERCARD INC,7372,0,10,1987-12-22,1988-01-24
24409,CRCD,CODERCARD INC,7372,3,10,1988-01-25,1989-07-24
